Hybridization REF	TCGA-A8-A0A6-01A-12R-A056-07
C20orf107	-0.216
FARS2	0.764
CCDC28A	1.0975
NPHP3	-1.2655
OR13F1	0.5375
TSEN54	-0.54225
DEFB106B	0.2122
OR8B4	1.7105
STH	1
ZC3H14	-0.841625
CBX2	0.0225
TMEM49	-0.89425
C6orf21	0.818
FLJ20920	1.191875
CRTAP	0.176714285714286
DDX50	-0.322
STYXL1	0.25775
BLVRB	-0.518833333333333
LOC147650	0.0696666666666667
MMP24	0.082
GRID1	1.045
BANF1	-0.748166666666667
CTAGEP	0.6115
HMBS	-2.4765
SLC25A24	-0.163833333333333
C14orf50	0.4
MRO	1.32916666666667
SLC25A15	-1.348
FAM84B	1.4012
TDP1	-1.421
C16orf78	0.270166666666667
C11orf57	-0.350375
RFK	-0.635
ZFYVE9	0.289625
STCH	-0.4549
WIBG	0.55475
LOC283871	-0.151166666666667
GBA2	-0.4272
NDUFB3	-0.56975
HSD17B13	-0.75575
GRIN3A	2.34316666666667
FMNL1	0.1945
SEPT7	-0.7084
GNLY	5.336
GRAMD1C	0.922
ZNF165	-0.73075
USP38	0.85175
FAM83A	-3.447
C14orf24	0.37025
ARMCX3	1.537375
ARHGDIB	1.22283333333333
AK1	0.163875
KIAA1045	1.4625
DNAJB13	-0.1165
NEU2	0.38
HIST1H4B	-1.79683333333333
FAM20B	-0.0226
HES2	0.424214285714286
FAM73B	-0.0979
LOC388381	-0.54125
INTS7	0.124363636363636
AMPH	2.62575
ZNF775	0.073375
UCKL1	-0.564833333333333
C10orf97	0.30725
C1orf161	0.6165
ALDH1L1	-0.55175
FLJ39378	-0.304625
SLC23A1	-2.6795
RBM4B	0.259
THAP4	0.111666666666667
OGFRL1	-0.1235
KIAA0831	-0.290375
PPP1R15A	-0.0415
C1orf96	0.243285714285714
C12orf11	-2.1625
BMF	1.2995
MAN1A1	-1.158
KIAA1600	1.094
NLGN4X	-0.28
ALOX12	-1.5416
RB1CC1	0.0806
NEIL2	0.9366
EIF4E	0.162090909090909
ABHD5	-0.1395
EXOC4	-0.313333333333333
CIP29	-0.287166666666667
BATF2	2.12075
SLC29A4	-0.960375
HTR4	0.875
EMB	0.41975
TRAF6	0.93525
LMNB1	-2.5535
FAM19A5	-0.958125
SHE	2.21125
PIK3C2B	1.39375
C15orf15	0.1459
USP15	-0.0427
TCEAL2	2.944
C5orf39	-0.474333333333333
PTGER2	-0.5875
SLC31A1	-0.275375
IFT172	0.56425
ADAM29	0.3265
GFOD1	-0.0585
ST7L	-0.024
C15orf26	-3.8005
PKN3	-1.14325
CNTD1	3.309
COMMD1	0.144875
NTRK2	3.716
FOXN3	-0.2115
MFGE8	0.1529
PFKFB2	0.731166666666667
TAS2R4	-0.3895
ENTHD1	1.68016666666667
PRMT5	-0.829375
MGC16384	-1.120125
LOC442229	-1.00175
TSKU	0.302
KRTCAP3	2.20375
PDLIM1	0.6009
KCNS2	0.25625
RNF126	-0.612666666666667
CEP63	-0.49825
CLIC4	-0.314125
hCG_1990170	1.334
ACR	0.5404
KLK7	3.129
ALOX5AP	3.560375
RIPK3	4.00875
TAS2R9	0.418
C19orf18	0.6795
BIRC6	0.0120714285714286
ZNF16	1.2515
RFT1	-0.4715
SLC8A2	0.147
TACC1	-0.192875
ITGAD	1.6715
SAMHD1	1.6475
SH3PXD2B	0.5576
EPC2	0.9055
C20orf85	1.285
ATP13A2	0.6245
KRT4	0.354625
CAPNS1	0.1935
MDM2	-0.781333333333333
PCDH20	4.1195
KCNK9	0.874
OR2C1	0.0065
KLHDC3	-0.560833333333333
IPPK	0.1205
EFHD2	0.121
GALR3	1.345
NBEA	1.79633333333333
ABCA6	3.003
CLDN3	0.401166666666667
AKT2	-0.922785714285714
EGFR	-1.558
RBM16	0.341625
ZDHHC3	0.5405
SLC25A4	-0.159333333333333
CYB5B	-0.874666666666667
CPXM1	-0.051
NDRG1	-1.49853846153846
FLJ43826	0.817
OR5L2	0.332333333333333
FARP2	0.3484
MRPL46	-0.375666666666667
LDHAL6B	0.0348333333333333
MAPKAPK3	0.0145
NCAM2	0.23975
PRKD2	0.684666666666667
ZFP36L1	1.0921
CYSLTR1	1.3075
OR4C3	0.90425
HIST1H2AJ	0.0965
CCNB2	-3.172
ZNF10	-0.1325
TMEM175	0.8015
FAM134A	0.828166666666667
TIGD4	-0.1355
PCNP	0.10275
MGC39715	-0.42125
LQK1	-1.25375
CREB1	0.2819
TMPRSS3	3.181
C4orf32	1.38525
LAT	-0.345166666666667
KCNA3	2.678
SKIV2L2	-0.5335
ROPN1B	-0.503
tcag7.23	-0.7935
CDT1	-3.1195
ZHX2	0.9565
CD28	-1.6925
ZNF624	0.95425
SEPT2	-0.102916666666667
SOHLH2	-2.341625
MCOLN3	-0.683571428571429
UNQ1945	0.6895
MASP2	-1.1495
ZNRF3	-0.4723
GPATCH3	-0.264
AGL	-0.110375
QRICH2	-0.4025
PSD4	1.15383333333333
CCNB1IP1	-1.62575
ENPP7	0.2515
OBFC1	0.22425
KCNG3	-2.876
C14orf79	0.652916666666667
ENPEP	1.197
SCT	1.8605
SKI	0.86425
SEC61G	-1.0305
CAPN11	1.6165
ATXN7L3	0.33675
DBNDD1	-0.409333333333333
FAIM	-0.303
ANKRD36	-1.164
GABRP	4.16716666666667
TACSTD2	1.36816666666667
EIF3J	-0.505
PPP2R2A	-0.4465
TEKT4	-0.247666666666667
PVALB	-3.56016666666667
F10	-2.02233333333333
FAM134C	1.3317
COMP	4.816
EFCBP1	-2.0086875
SCLT1	-0.106375
TAL1	-1.0471
ACSL1	0.4095
ABCC5	-0.486666666666667
ABL1	-0.842
RBBP7	-0.108916666666667
PTPRG	-1.427
NCOR1	0.4183
SPINK4	-2.79416666666667
TXNRD1	-1.1183
TNRC15	0.06825
C9orf138	0.0965
UBE2H	0.483333333333333
BRDT	2.37116666666667
C8orf31	-0.0405
CCNE2	-2.315
SLC6A8	-1.70925
CALCR	-4.16725
PPP1CB	1.28541666666667
ABHD8	0.40075
ARF5	0.4985
SLC24A4	1.3555
CCT3	0.24925
ZNF121	-0.29075
SLC3A2	-1.116
OR13A1	0.2255
SLC5A10	0.6195
RAD50	0.147625
IER5	0.616375
MTHFD1L	-2.4765
MBTPS2	0.1505
MVK	-0.455625
NCL	-0.5591
PSMD10	-0.23125
MOBP	-0.23775
FLJ32894	1.6835
HRH1	-1.35416666666667
C5orf30	0.3985
NUDT16L1	1.2779
RASGRP3	4.06983333333333
PRKRIP1	-0.4477
CCDC75	-0.817
LOC253970	1.01875
KIAA1239	0.07875
MED21	-0.575
SYT11	0.731166666666667
NTSR2	-0.183
EGFL11	-0.3595
CXorf59	-0.73
OR2A25	0.484
SPTBN2	-1.389
LRMP	-0.601833333333333
RNF111	-0.04025
PTH	-0.398
LOC619208	1.0975
KIAA0895	0.8155
RANBP5	-0.974
P2RY10	2.35133333333333
NME5	4.51016666666667
DDX21	-0.71225
LRSAM1	-0.088
HDAC11	0.611833333333333
VMO1	1.47275
NOLA2	-0.37
ADAR	1.27033333333333
MTO1	-0.9835
SF4	0.516666666666667
P2RX1	0.368333333333333
HBM	0.0155
EN2	1.6065
C14orf172	-0.27675
TM9SF2	1.1928
INHBE	-1.87683333333333
TCTE3	-0.307166666666667
TOX2	-2.03075
CTAGE3	-0.028375
HBB	3.7834
MED15	-0.896166666666667
CASR	0.3825
C6orf66	-1.8015
MTPN	-0.920875
UNC50	0.04525
C21orf33	0.264
IRF2	1.29925
PGR	-0.279666666666667
GPR84	2.73725
CROCCL1	-2.1625
SRPX	-1.94875
BRE	0.0691666666666667
FGF10	1.17325
SDC3	0.815333333333333
ZRSR1	1.04133333333333
DKFZP434P211	-0.10125
SOX6	-0.4765
RPUSD2	0.05225
C14orf173	-0.0793333333333334
MAPK11	0.255166666666667
TBC1D22A	0.187
FAM123A	-1.8135
COL4A6	-1.43033333333333
TOMM70A	0.2655
NAB1	-0.17525
MGC16385	-0.59
TSPAN18	-0.512
MED31	-0.755
PLG	-1.32275
CAPSL	3.306
ZNF532	0.3402
ASB14	-0.02575
CA8	0.191
NUDT16P	0.895166666666667
SLFN11	1.222
LRRIQ2	-0.3915
NOL7	-0.559833333333333
BRMS1L	-0.95425
JARID1A	0.154333333333333
PANK2	-0.79575
ICAM3	0.56875
MDS1	-0.078
TAF8	-0.91975
RNF139	0.45625
ZNF594	-0.318666666666667
ADAM8	2.48675
SFTPC	-0.06725
MAN2B2	2.149875
RGS12	0.659875
EIF1AY	-5.01233333333333
LRRIQ1	0.818833333333333
GPR150	1.55275
CCDC21	-1.54383333333333
PRRG3	0.5025
SAA4	-2.4645
RAPGEF5	2.168875
ZCCHC2	-0.3155
MGC39372	-0.3145
PPP4R2	0.103666666666667
CDCA2	-2.595
OR4D5	0.465333333333333
PTGFRN	3.4615
SIGLEC5	1.48083333333333
C19orf61	-0.0618333333333333
NMUR2	0.2365
KIAA1586	-1.26916666666667
DAGLA	-0.2165
CHCHD6	0.1775
GPR32	0.4135
NEUROD6	-0.0746666666666667
SLC2A4RG	0.35825
CA5B	0.116
FBXL3	1.6815
MPHOSPH9	-1.542
HMG2L1	-0.39375
HCN4	1.03133333333333
CEACAM19	0.36625
SH2D4B	1.00233333333333
HFE2	-1.211
TGM4	0.677666666666667
LYPD2	0.23825
TBC1D15	-0.02175
MRPS21	-0.6372
NONO	-0.8209
CLEC5A	1.791625
ITCH	-0.00479999999999993
MGAT3	0.234833333333333
MBP	-0.294875
RPP25	-1.45775
SOSTDC1	0.71275
HRC	-1.46175
TRIM48	-0.3625
TMEM133	-0.751
ECEL1P2	-1.10275
HOXC11	1.664
DOK5	-0.6965
HELZ	0.499833333333333
LOC348180	-0.7915
MGC33894	0.2
ADRB3	0.1055
DMD	0.410166666666667
PTRH2	-0.97575
MPEG1	4.11533333333333
NDUFA12	-0.434
KRTAP2-4	0.244833333333333
STAMBPL1	-1.167
ADCY2	0.9815
UNQ6125	0.639
KLHL20	0.605833333333333
SRM	-1.1675
OTC	-1.2745
TMIE	0.3355
SNX8	0.54275
LIPK	-0.4805
CHURC1	-0.952416666666667
KLC2	0.303333333333333
HDAC1	-0.498
FAM128A	0.0736666666666667
FNDC3B	-0.3623
MTCP1	-0.747166666666667
WFDC10B	0.2107
PCDHGB3	0.546
ATRNL1	0.3108
CAV2	-0.3885
MED26	0.362666666666667
DUS1L	0.37875
CHRM3	-1.812125
NEK9	0.51725
WARS2	1.466
TBX22	-0.054
TOMM40	-0.88225
RP6-213H19.1	-1.12183333333333
TUBGCP5	-0.51625
IGSF6	6.1155
TPPP	0.531833333333333
UNQ6190	0.101
GSTM5	1.0965
BTD	0.773833333333333
PDCD1LG2	1.70533333333333
SNRPB2	-0.413
ERICH1	-0.61875
APOA4	-1.846625
HOXA11	-2.663
NARG1	-0.313125
MKX	-1.3575
RAB28	0.234357142857143
PKP3	1.5855
SH3GL2	-2.13125
CTSO	4.03275
RPN2	0.469875
IL28RA	0.0858333333333334
SFMBT1	-0.05125
WDR57	-0.59375
FER1L3	0.326416666666667
HSF5	0.2178
TTC9B	0.154
C4BPA	-3.107
ALB	-3.44985714285714
SORBS3	-0.04275
UPF2	0.034
JPH1	-1.0235
AGBL2	0.30575
DOPEY1	1.332
TERF1	-0.535166666666667
KIF22	-0.772666666666667
NINJ1	1.213
SEC61A2	-0.929083333333333
HIST1H1D	-1.662
SFXN4	-0.234375
UCP3	0.3616
ZNF703	0.873833333333333
MYL6B	-0.509
TREM1	1.777
OR52E6	0.185
CKMT2	1.43625
HLA-C	3.283375
SLC13A3	-2.1135
TIMP4	-1.19275
SLIT2	2.20125
RSF1	2.47088888888889
LONRF1	-0.184071428571429
MON1A	-0.0256666666666667
CACNG6	-0.876
DPPA4	-4.9995
ZSWIM3	0.106
ZNF804A	1.24683333333333
CCIN	1.3395
SLC25A31	0.3395
KCNMB4	-1.41475
RABL5	0.5485
GALNS	-0.9151
STX6	0.73225
HIST1H1C	-3.23316666666667
CIDEB	0.078375
CASP4	0.815666666666667
PDK3	-0.4379
KCNJ11	1.4095
TPR	0.0315
ZSCAN20	-0.695
MTX2	-0.44225
HIST1H2BH	-1.5825
LOC283767	1.306
LYRM7	-1.46527777777778
BRD3	0.514833333333333
HIST1H2BO	-1.468
MAGEB10	0.3055
SLC45A1	2.31625
SERPINA3	2.3371
KIAA0143	1.2305
KCNJ16	2.7615
KRT79	0.0135
FABP2	-1.48
NUT	0.45675
ZNF57	-0.39425
FBXL4	0.144875
CLEC9A	3.2485
UGT8	-1.2375
BMP2K	0.2045
MAPK4	-2.931
SLC25A23	-0.5285
HINT1	0.3877
KRTAP13-1	1.0075
SFXN5	0.2151
CHCHD2	0.0191666666666668
FAM3D	2.1455
NDP	-0.954875
RHOBTB1	-0.702166666666667
SLC4A4	-0.9755
RPL38	-0.22975
HTF9C	-0.685666666666667
AP2A2	1.456875
ZBTB46	-0.2635
MAP7D1	0.338625
AOX1	-1.15916666666667
CYR61	-0.0348333333333334
DTNA	-0.542071428571429
JRKL	-0.501
TMOD3	-0.40275
EEA1	-0.3125
ADCK5	-0.1525
IL1R1	1.213
KLK3	0.784357142857143
HRSP12	-0.91
KTN1	0.12025
LOH11CR2A	1.4045
RELL2	-0.42975
MAB21L1	1.79
C20orf59	-1.27533333333333
PHKB	-0.20025
ADAM2	-2.37083333333333
TBC1D8B	1.89933333333333
FAM13A1	-0.8198125
LAPTM4B	-1.82425
LCN8	0.27
TMEM147	0.6955
SYT4	0.0335
XPO7	-0.283
C9orf62	1.596
GPR75	0.579
TRIM5	0.9155
APOC1	1.76583333333333
RNASE4	2.15966666666667
PARD6B	-2.71075
ARID1A	0.331666666666667
TPD52L3	0.478111111111111
RRAGB	1.192
RCN2	-0.591
HIST2H2BE	-1.12775
STARD7	-0.14275
SHMT2	-0.6175
KIAA1751	-0.1745
MLYCD	0.269625
LOC162632	-0.8991
UQCRH	-1.433
RP11-217H1.1	0.4076875
SDHA	-0.809166666666667
NCLN	-0.5854
ZNF17	0.348666666666667
RCBTB2	-0.923
VEGFB	0.2917
RP4-747L4.3	0.952
COLQ	0.3976
MPN2	-0.923166666666667
DRG2	-0.30125
KLRB1	7.781
ALPK2	-2.57375
DNASE2B	1.63575
FLJ23834	-1.4815
AXUD1	0.814833333333333
SAFB	-0.3558
NSUN4	-0.377
RFX2	-0.192833333333333
MAPK8IP1	0.559833333333333
FANCD2	-1.43214285714286
ANKZF1	-1.181
C19orf50	-0.481875
DUSP8	2.849125
SENP5	-0.6055
NFKBIL2	-0.77575
LBR	-1.201125
IGFL1	0.3005
LZTS2	0.253875
IL2RG	0.78875
CCDC51	-0.1355
KLF3	0.6115
ANKRD37	-1.60025
KCTD14	0.454333333333333
FZR1	0.20225
SLC44A4	4.2601
ESPL1	-1.40775
GMPR2	-0.3487
TBC1D19	-0.15
ERGIC1	1.04981481481481
ERBB4	2.7007
TSPAN32	1.08733333333333
MAP4	0.398625
GPHN	-1.423
SLC6A2	0.07375
HIVEP1	0.81075
DFFB	-0.167
EIF4EBP2	0.24075
DMRT1	-0.775
HSPB6	-0.06975
IER2	0.343833333333333
AIFM1	-0.2205
WWC2	-0.83225
MRPL4	-0.655
FLJ21062	0.730333333333333
EPB41L4A	1.44033333333333
SH2D6	0.12675
TAF4B	-0.89975
GAL3ST3	-0.4765
MALT1	-0.586833333333333
RTDR1	-0.43875
ARVCF	0.220875
MEX3B	-1.369
FBXO16	1.08025
KIF7	-1.2425
C1QC	4.12866666666667
ZNF783	-0.497666666666667
ZNF85	-1.14725
MMP13	3.051
KIAA0329	0.396875
RTP3	-1.736
ZBED3	-0.28825
CLGN	0.008
SLC25A37	-1.11679166666667
hCG_18290	-0.3915
OR5AS1	0.0635
SMARCC2	0.70625
FAM109A	0.408666666666667
CCDC12	-0.05525
USF2	0.7203
DEPDC7	-2.63475
C20orf24	-0.5075
JMJD3	0.6675
DSP	1.49721428571429
SLIC1	1.359375
FAM20A	1.421625
IRF2BP2	0.98375
ZNF230	0.0685
MSN	-0.227428571428571
SLC9A5	-2.263
EPDR1	-1.3341
MUSK	0.209166666666667
ZNF434	-0.357333333333333
SMARCD1	-0.402
