Hybridization REF	TCGA-BH-A0E1-01A-11R-A056-07
LRRTM3	-1.5292
GPHB5	0.1225
OR4C13	0.731
EIF3EIP	0.415857142857143
HABP4	-0.5395
TMEM125	4.417
CNTN2	-0.1445
ASNSD1	0.1245
FUT4	-0.62325
ACF	-3.6815
LOC158381	0.121
CDH8	-0.211
AGPS	0.425
C4orf18	3.63175
PECI	0.110833333333333
UNG	-0.654125
GSTP1	-1.39775
DCUN1D5	-0.807333333333333
DKFZP564J0863	-0.6945
SLC9A3R1	1.172625
BCDO2	-1.732125
CHMP7	0.3885
REM2	1.531
DNHD1	-0.795875
FKBP4	0.227625
ZNF350	1.1405
MGC11102	-0.196875
BST1	0.657
KISS1R	1.3005
NCR2	0.708
DEFB125	0.393
UBE2W	1.019375
KRT15	2.391125
C10orf99	0.516
SCN11A	-0.081375
GFI1	-3.20975
RDHE2	4.39716666666667
FHL1	-1.5055
OSGEP	-0.226666666666667
GATA1	-3.57466666666667
SMC6	-0.96125
TTTY14	-1.32375
LPIN3	-0.4225
RPL4	-0.1203
RBPMS	-0.5116
PRPF3	-0.397
EMR1	-3.155
SPATA19	0.13875
XCR1	0.826
IRX3	2.485
RBM6	-1.401
KLF4	0.6502
UNC5CL	-1.88375
SEBOX	-0.098
BTK	-1.15375
KRCC1	0.79275
C6orf27	0.7275
SYTL5	1.3
PRND	2.91175
LOC653319	-1.758
PIGL	-1.87
HUS1	-0.1775
SFRS6	0.423583333333333
C17orf77	0.582
UIMC1	-0.618666666666667
FXYD2	-1.9386
LOC283152	1.90025
ZNF667	-0.80625
ZCCHC12	-0.11175
TFEC	2.1555
ATP7B	0.022
POLD2	-0.475666666666667
RG9MTD1	-0.5725
ACOT2	-0.5705
HIST1H4I	-0.691125
PPARGC1A	-1.9155
ETFA	-2.4425
POLRMT	-0.1865
ZNF146	-0.190375
MIA2	-1.491
KLHL6	-1.78933333333333
HOXB5	-1.27625
NENF	1.8965
CUGBP1	0.1365
PRSS22	1.13833333333333
CASC4	1.674
CUL4B	0.00629999999999998
CENPJ	-1.0196
PITX1	-2.01
FLJ31033	-0.156166666666667
CELSR3	-1.67883333333333
ZNF568	0.976
ITSN1	-0.260333333333333
EHBP1L1	-0.225166666666667
C19orf2	-0.686
DCTN1	0.515
LIN28B	-3.85716666666667
TNKS2	-0.55475
C1QBP	-0.381375
CADPS2	3.138
SRMS	0.6535
GJA9	0.100833333333333
MGC24975	-0.820833333333333
TRIM45	-0.430333333333333
TSP50	0.3645
TCP1	-1.1755
TMED7	0.7917
CMA1	0.1755
CENPL	-0.0661666666666667
PTCRA	-0.027
FST	-3.74075
VWCE	-4.349
PAWR	0.057
ABCC12	-0.07425
LDLR	-1.108
ASTN2	1.3381
LOC441212	-1.05425
GPATCH8	-0.2735
TANC2	0.0130833333333334
KIF4A	-0.5705
C18orf18	-1.3095
PGM1	-0.772
KIAA0258	1.19
CPD	0.6345
SNCAIP	-1.3065
DCT	-4.309
HLA-DOA	2.13336363636364
OR11L1	0.551
UPK1B	-0.526
DNAJB4	-0.622125
UGT1A8	-0.56075
HIST1H4L	-0.297
PECR	-1.55966666666667
HSPA2	1.9655
WFIKKN1	-3.151
SERP1	0.86675
SYDE2	0.36625
TACR2	0.899
NUP85	-0.67325
CD177	-0.981
LGR5	-2.0698
PIGG	0.38
PTHR1	-1.21983333333333
RAB5A	0.0482
FLJ13224	-0.1155
USP9Y	-2.00633333333333
C7orf53	-2.062
LRP1B	0.61675
XAF1	0.6357
ABCG8	-0.6985
ANKDD1A	-0.8605
DAND5	-1.7535
SPAG6	6.36683333333333
LINCR	1.02625
ZDHHC22	-1.52375
CCDC60	0.149
THOC7	-1.63566666666667
TCTA	1.5572
OR8K3	0.06275
NY-REN-7	-1.741
B2M	1.6675
C6orf141	1.08825
LPPR4	2.31175
SQLE	-1.451625
SEPHS1	-0.77225
BTBD14B	0.519214285714286
PLRG1	-0.747
SPG7	-0.81575
ZNF614	-0.5015
PARD6G	0.8915
INPP5B	-0.6008
GRPEL2	-0.02825
PPID	-1.1646
TRIM56	-0.781
UBE2J1	0.278875
IL20RA	6.149
LOC387856	0.182
C1orf107	0.672
UTS2R	1.14225
C19orf22	0.20975
SAFB2	0.291
KIAA0652	0.38825
KLRG1	-2.05533333333333
MS4A8B	0.515833333333333
FRAG1	0.34475
KIAA1546	-0.15375
E2F4	-1.584
CLEC4M	0.385666666666667
BTBD14A	-0.78125
KIAA0999	1.7012
GYPA	-3.9764
TAC1	0.6646
TRAIP	-1.00016666666667
KIAA0232	0.8369
ERCC8	-1.690375
GPX4	0.834
KIAA0368	-0.219625
GPR157	-0.954333333333333
CTAGE4	0.534
C9orf30	-1.164
OR52A1	-0.1965
HSP90B3P	0.8335
ALG9	0.2887
BTBD10	0.08625
SDK2	0.01775
BAIAP3	0.76325
RABGGTB	-0.621125
ANKRD40	-0.109166666666667
KRT74	0.1865
CALCOCO2	0.354571428571429
SNCA	-4.01025
TMSL8	-2.06325
C2orf53	0.5545
ESRRB	-0.95725
ARHGAP26	-1.031
TDRD9	-3.1025
HRAS	0.452166666666667
KLRC4	-2.7595
JAGN1	-0.0763333333333334
BSDC1	0.779
RNF43	-1.023
NDUFAF1	0.37725
PHF12	0.4575
OR1L3	0.68025
FOLR2	1.17833333333333
LYZL6	-0.3484
tcag7.1260	-2.737
WSB1	-2.06733333333333
PROS1	-0.6637
OSTN	0.8805
PSMB8	1.214
SOCS4	-0.235375
DDIT4L	0.787
MAS1	-1.06
MGC34796	2.6945
CSHL1	0.565833333333333
TBCCD1	-0.0138333333333333
ZBTB7C	0.136
AP2S1	-0.098125
P15RS	0.0818
VAT1	-0.9234
SHANK3	1.3075
TUFM	-0.0898333333333333
THEG	-0.405
KRT34	-1.529
SGSM3	0.76375
TOMM22	-0.445875
SOCS3	0.362666666666667
CPO	-0.0405
POP4	-0.16325
BHLHB3	-0.10075
MALL	1.14
OR1B1	0.305
PARK2	1.93083333333333
GPR124	0.706125
LCE1E	0.4355
RUVBL2	-0.174
CGRRF1	-0.0814
ACPL2	0.5215
WNT10B	-2.808875
BAIAP2L2	-1.75325
ISCA1	0.179
C1orf125	-0.378875
RPAP1	-0.90925
RAI16	-0.542333333333333
RPL27	-0.8525
NLRP9	0.2675
EPN1	0.7325
LOC388610	-0.912
SLC35A1	0.2511
GAL	-2.90075
SLC14A2	0.69675
RDH11	-0.966666666666667
FAM138F	-0.491
AUH	-0.27575
FLJ40243	0.479
C14orf129	0.325333333333333
MBD2	-0.345166666666667
ABHD14B	0.468875
PIGT	1.65625
ALS2CR4	-0.514875
ALAS1	0.2418
FOXO1	0.813333333333333
CRLF3	-0.59225
C20orf107	-0.5835
FARS2	0.72675
CCDC28A	0.55775
NPHP3	-1.4635
OR13F1	0.6055
TSEN54	-0.58925
DEFB106B	0.368111111111111
OR8B4	0.6005
STH	-0.75025
ZC3H14	-0.24175
CBX2	-0.866
TMEM49	-1.8075
C6orf21	0.7365
FLJ20920	1.335625
CRTAP	0.0938571428571429
DDX50	0.07875
STYXL1	-0.62075
BLVRB	-0.290166666666667
LOC147650	-0.258666666666667
MMP24	0.38075
GRID1	1.88066666666667
BANF1	-0.482333333333333
CTAGEP	0.45925
HMBS	-1.5855
SLC25A24	0.288166666666667
C14orf50	2.8875
MRO	0.534166666666667
SLC25A15	-0.1925
FAM84B	1.0489
TDP1	-0.8185
C16orf78	0.269333333333333
C11orf57	0.195375
RFK	-0.522
ZFYVE9	1.012375
STCH	-0.7983
WIBG	0.85
LOC283871	-0.105166666666667
GBA2	-0.3262
NDUFB3	-0.5135
HSD17B13	-0.82075
GRIN3A	0.4734
FMNL1	-1.285
SEPT7	-0.4942
GNLY	2.4945
GRAMD1C	0.674666666666667
ZNF165	1.05675
USP38	0.39975
FAM83A	-3.31783333333333
C14orf24	0.839666666666667
ARMCX3	0.921375
ARHGDIB	0.2615
AK1	1.385
KIAA1045	0.16025
DNAJB13	-1.2005
NEU2	-0.103
HIST1H4B	0.351333333333333
FAM20B	0.156
HES2	0.0488571428571429
FAM73B	-0.2243
LOC388381	-0.124
INTS7	0.295818181818182
AMPH	4.60625
ZNF775	0.000625000000000014
UCKL1	-0.630833333333333
C10orf97	0.126
C1orf161	-0.296
ALDH1L1	-1.93675
FLJ39378	-0.15
SLC23A1	-1.5735
RBM4B	0.1065
THAP4	0.529333333333333
OGFRL1	0.5025
KIAA0831	0.192625
PPP1R15A	-0.542833333333333
C1orf96	0.554071428571429
C12orf11	-2.287
BMF	-0.052
MAN1A1	-1.369125
KIAA1600	0.730333333333333
NLGN4X	2.0335
ALOX12	-1.18033333333333
RB1CC1	0.3549
NEIL2	1.4792
EIF4E	-0.171772727272727
ABHD5	-0.22625
EXOC4	0.124333333333333
CIP29	0.00116666666666667
BATF2	0.22125
SLC29A4	-0.745375
HTR4	0.02775
EMB	1.22
TRAF6	0.26575
LMNB1	-0.8025
FAM19A5	0.9435
SHE	1.6095
PIK3C2B	0.46275
C15orf15	-0.6736
USP15	-0.3651
TCEAL2	1.16
C5orf39	-1.72583333333333
PTGER2	-1.1675
SLC31A1	-0.3671875
IFT172	-0.1405
ADAM29	0.214
GFOD1	0.11525
ST7L	0.7745
C15orf26	-2.8535
PKN3	-0.16675
CNTD1	0.8095
COMMD1	0.278
NTRK2	2.84825
FOXN3	-0.741875
MFGE8	-0.5124
PFKFB2	0.852666666666667
TAS2R4	-1.2985
ENTHD1	-0.540833333333333
PRMT5	-0.59475
MGC16384	-2.217625
LOC442229	-0.6565
TSKU	-0.698
KRTCAP3	4.384875
PDLIM1	-0.335777777777778
KCNS2	0.6865
RNF126	-0.315
CEP63	-0.048375
CLIC4	-1.48675
hCG_1990170	1.48875
ACR	0.6472
KLK7	2.5445
ALOX5AP	2.540625
RIPK3	4.875
TAS2R9	0.2645
C19orf18	1.54
BIRC6	-0.0195
ZNF16	0.6115
RFT1	-0.34325
SLC8A2	-0.8745
TACC1	-0.05225
ITGAD	0.55125
SAMHD1	0.699
SH3PXD2B	0.841
EPC2	0.88225
C20orf85	3.494125
ATP13A2	1.39066666666667
KRT4	0.525875
CAPNS1	0.603
MDM2	-0.115333333333333
PCDH20	4.4785
KCNK9	0.731
OR2C1	-0.34
KLHDC3	-0.314166666666667
IPPK	0.3945
EFHD2	0.515375
GALR3	1.1085
NBEA	0.9915
ABCA6	2.3999
CLDN3	1.44666666666667
AKT2	0.0887857142857143
EGFR	-2.4191
RBM16	0.070625
ZDHHC3	0.2201
SLC25A4	0.3085
CYB5B	-1.43833333333333
CPXM1	0.59725
NDRG1	-2.01553846153846
FLJ43826	0.8115
OR5L2	0.425166666666667
FARP2	0.6147
MRPL46	-0.733416666666666
LDHAL6B	0.184333333333333
MAPKAPK3	0.0583333333333333
NCAM2	-0.46725
PRKD2	0.839333333333333
ZFP36L1	0.4743
CYSLTR1	-0.126
OR4C3	0.158
HIST1H2AJ	1.302
CCNB2	-1.03
ZNF10	-0.93175
TMEM175	0.551
FAM134A	0.841166666666667
TIGD4	-0.7425
PCNP	-0.5455
MGC39715	0.0315
LQK1	-0.06325
CREB1	0.3581
TMPRSS3	1.546
C4orf32	2.382
LAT	-1.92116666666667
KCNA3	0.9255
SKIV2L2	-0.619
ROPN1B	0.8725
tcag7.23	0.008
CDT1	-2.3945
ZHX2	0.821625
CD28	-4.629
ZNF624	0.42025
SEPT2	-0.0749166666666666
SOHLH2	-2.95625
MCOLN3	0.209571428571429
UNQ1945	0.1555
MASP2	-1.328
ZNRF3	1.3729
GPATCH3	-0.156
AGL	-0.406125
QRICH2	-0.373
PSD4	1.11716666666667
CCNB1IP1	-1.878
ENPP7	0.037
OBFC1	0.62125
KCNG3	-0.99425
C14orf79	0.871
ENPEP	2.31916666666667
SCT	0.73
SKI	1.105
SEC61G	-1.02725
CAPN11	0.51375
ATXN7L3	-0.0735
DBNDD1	-0.4855
FAIM	0.7245
ANKRD36	-1.418
GABRP	3.71583333333333
TACSTD2	2.3756
EIF3J	-0.55675
PPP2R2A	-0.02325
TEKT4	0.768666666666667
PVALB	-3.51516666666667
F10	-2.97883333333333
FAM134C	0.9571
COMP	3.1435
EFCBP1	-2.6828125
SCLT1	1.06475
TAL1	-0.996
ACSL1	0.68975
ABCC5	-0.835666666666667
ABL1	-0.494111111111111
RBBP7	0.202833333333333
PTPRG	-0.835375
NCOR1	0.0615
SPINK4	2.90916666666667
TXNRD1	-2.2277
TNRC15	1.50575
C9orf138	0.288428571428571
UBE2H	0.665666666666667
BRDT	0.265333333333333
C8orf31	0.35525
CCNE2	-0.763545454545454
SLC6A8	-1.080875
CALCR	-3.22775
PPP1CB	0.579083333333333
ABHD8	0.374
ARF5	-0.0907
SLC24A4	-0.438
CCT3	0.332
ZNF121	0.0525
SLC3A2	-1.2841
OR13A1	0.375
SLC5A10	0.617
RAD50	0.203875
IER5	0.5045
MTHFD1L	-2.642
MBTPS2	0.28525
MVK	-0.49275
NCL	-0.2936
PSMD10	-0.569
MOBP	0.481125
FLJ32894	-0.9255
HRH1	-0.762166666666667
C5orf30	-0.28125
NUDT16L1	0.7534
RASGRP3	3.85766666666667
PRKRIP1	-0.5207
CCDC75	-0.35825
LOC253970	0.1925
KIAA1239	0.50275
MED21	-0.56775
SYT11	-0.0791666666666666
NTSR2	-0.329
EGFL11	0.8415
CXorf59	1.003
OR2A25	0.50575
SPTBN2	-1.15625
LRMP	-1.73066666666667
RNF111	-0.2785
PTH	0.391
LOC619208	0.437333333333333
KIAA0895	0.7875
RANBP5	-0.73775
P2RY10	-0.221833333333333
NME5	3.82466666666667
DDX21	-1.0215
LRSAM1	-0.1355
HDAC11	1.86883333333333
VMO1	1.367
NOLA2	-0.197333333333333
ADAR	1.27791666666667
MTO1	-0.9355
SF4	0.585
P2RX1	-0.695333333333333
HBM	0.32525
EN2	1.421
C14orf172	-0.02725
TM9SF2	0.7618
INHBE	-1.53083333333333
TCTE3	-0.221
TOX2	-2.803
CTAGE3	0.689875
HBB	4.5942
MED15	-0.448833333333333
CASR	-0.261333333333333
C6orf66	-1.2215
MTPN	-0.200125
UNC50	-0.23075
C21orf33	0.020875
IRF2	1.01125
PGR	5.3635
GPR84	1.56275
CROCCL1	-2.51
SRPX	-1.9705
BRE	0.337166666666667
FGF10	6.04
SDC3	-0.941166666666667
ZRSR1	0.410166666666667
DKFZP434P211	-0.98875
SOX6	0.627
RPUSD2	-0.427
C14orf173	0.04975
MAPK11	-0.481
TBC1D22A	0.9135
FAM123A	-0.187
COL4A6	-2.47916666666667
TOMM70A	-0.04325
NAB1	0.038625
MGC16385	-1.07575
TSPAN18	0.975333333333333
MED31	-0.476
PLG	-0.1195
CAPSL	1.655
ZNF532	-0.0386
ASB14	-0.783
CA8	-1.523
NUDT16P	2
SLFN11	-1.6005
LRRIQ2	0.784625
NOL7	-0.1535
BRMS1L	-0.769
JARID1A	-0.0201666666666667
PANK2	-1.644
ICAM3	-0.6845
MDS1	-1.0605
TAF8	-0.47225
RNF139	0.68575
ZNF594	-0.6075
ADAM8	2.791375
SFTPC	-0.263625
MAN2B2	2.39
RGS12	1.26875
EIF1AY	-5.15891666666667
LRRIQ1	-0.982166666666667
GPR150	1.16425
CCDC21	-0.8055
PRRG3	0.0735
SAA4	-3.0065
RAPGEF5	1.676375
ZCCHC2	-0.561
MGC39372	0.5405
PPP4R2	0.199
CDCA2	-0.605666666666667
OR4D5	0.2334
PTGFRN	1.2458
SIGLEC5	1.6165
C19orf61	0.296
NMUR2	0.3515
KIAA1586	-0.556
DAGLA	0.222166666666667
CHCHD6	-0.65925
GPR32	0.41
NEUROD6	0.24875
SLC2A4RG	0.0181875
CA5B	-0.45325
FBXL3	1.1925
MPHOSPH9	-0.89725
HMG2L1	0.53575
HCN4	0.680166666666667
CEACAM19	-0.58875
SH2D4B	0.3255
HFE2	-1.0155
TGM4	-0.188833333333333
LYPD2	-0.404333333333333
TBC1D15	0.50175
MRPS21	-0.0328
NONO	-0.4659
CLEC5A	1.773
ITCH	-0.0925
MGAT3	-1.49983333333333
MBP	-1.34625
RPP25	-0.87725
SOSTDC1	-0.538
HRC	-0.6265
TRIM48	-0.21
TMEM133	1.56625
ECEL1P2	-2.46275
HOXC11	-1.232
DOK5	-1.2525
HELZ	0.338666666666667
LOC348180	-1.34825
MGC33894	0.173
ADRB3	0.326
DMD	-0.000166666666666648
PTRH2	-0.79875
MPEG1	2.6995
NDUFA12	-0.4965
KRTAP2-4	0.304333333333333
STAMBPL1	-1.50616666666667
ADCY2	-0.5084
UNQ6125	0.086
KLHL20	0.295666666666667
SRM	-0.83625
OTC	-0.31775
TMIE	0.126
SNX8	0.216
LIPK	0.076
CHURC1	-0.283833333333333
KLC2	0.615333333333333
HDAC1	-0.241
FAM128A	1.569
FNDC3B	-0.2299
MTCP1	-0.571833333333333
WFDC10B	-0.1065
PCDHGB3	-1.4285
ATRNL1	-1.11655555555556
CAV2	-0.778875
MED26	0.213833333333333
DUS1L	0.781
CHRM3	-1.5805
NEK9	0.5535
WARS2	-0.44425
TBX22	-0.603
TOMM40	-0.6805
RP6-213H19.1	-1.0195
TUBGCP5	-1.16275
IGSF6	3.76375
TPPP	0.916166666666667
UNQ6190	0.501
GSTM5	0.00449999999999995
BTD	1.8835
PDCD1LG2	-1.8076
SNRPB2	-1.263
ERICH1	-0.452625
APOA4	-1.65475
HOXA11	-2.4205
NARG1	-0.53175
MKX	4.70125
RAB28	-0.281285714285714
PKP3	1.62125
SH3GL2	1.606
CTSO	3.0995
RPN2	0.997125
IL28RA	0.67
SFMBT1	0.8215
WDR57	-0.525
FER1L3	1.04483333333333
HSF5	0.255833333333333
TTC9B	0.62425
C4BPA	-3.13366666666667
ALB	-4.35084615384615
SORBS3	0.88825
UPF2	0.004
JPH1	-0.3115
AGBL2	-0.9725
DOPEY1	1.31
TERF1	-0.131416666666667
KIF22	-0.553166666666667
NINJ1	1.39075
SEC61A2	-0.41375
HIST1H1D	-0.158666666666667
SFXN4	0.36975
UCP3	0.2449
ZNF703	1.14666666666667
MYL6B	-0.1865
TREM1	0.3885
OR52E6	0.1815
CKMT2	0.32225
HLA-C	2.640125
SLC13A3	-2.2075
TIMP4	-1.06175
SLIT2	2.064
RSF1	0.0568333333333333
LONRF1	-0.711214285714286
MON1A	-0.116
CACNG6	-1.62183333333333
DPPA4	-5.50983333333333
ZSWIM3	-0.632
ZNF804A	-0.0258333333333333
CCIN	1.34175
SLC25A31	0.921666666666667
KCNMB4	-0.58675
RABL5	0.678875
GALNS	-1.0856
STX6	0.8125
HIST1H1C	-1.35583333333333
CIDEB	0.808625
CASP4	-0.4815
PDK3	0.0251
KCNJ11	2.661
TPR	0.5005
ZSCAN20	-0.694
MTX2	-0.3895
HIST1H2BH	0.1415
LOC283767	-0.36875
LYRM7	-1.75411111111111
BRD3	0.594833333333333
HIST1H2BO	-0.269
MAGEB10	1.1345
SLC45A1	2.85875
SERPINA3	3.29975
KIAA0143	1.34275
KCNJ16	0.7974
KRT79	0.38975
FABP2	-1.30833333333333
NUT	-0.18675
ZNF57	-0.608
FBXL4	0.647375
CLEC9A	0.5115
UGT8	-0.249666666666667
BMP2K	-0.38325
MAPK4	-3.53425
SLC25A23	-0.4725
HINT1	-0.3109
KRTAP13-1	1.134
SFXN5	1.5044
CHCHD2	0.1325
FAM3D	3.7795
NDP	-2.473
RHOBTB1	-0.265833333333333
SLC4A4	4.320875
RPL38	-0.5225
HTF9C	-0.428166666666667
AP2A2	1.044875
ZBTB46	-1.222
MAP7D1	0.177
AOX1	-1.66116666666667
CYR61	0.1175
DTNA	0.0493571428571429
JRKL	-0.79925
TMOD3	0.00700000000000001
EEA1	0.019
ADCK5	-0.1405
IL1R1	1.42416666666667
KLK3	0.853071428571429
HRSP12	-1.115
KTN1	-0.07425
LOH11CR2A	1.3228
RELL2	-0.977
MAB21L1	2.13525
C20orf59	-0.78
PHKB	-0.1225
ADAM2	-1.8535
TBC1D8B	2.343
FAM13A1	-0.8158125
LAPTM4B	-1.60983333333333
LCN8	-0.141
TMEM147	1.391
SYT4	0.172666666666667
XPO7	0.092
C9orf62	1.58525
GPR75	-0.131
TRIM5	0.231875
APOC1	-1.42433333333333
RNASE4	1.44216666666667
PARD6B	-2.01
ARID1A	0.246666666666667
TPD52L3	0.4869
RRAGB	0.531333333333333
RCN2	-0.54
HIST2H2BE	-0.0300625
STARD7	-0.39
SHMT2	-1.18875
KIAA1751	0.016
MLYCD	-0.050125
LOC162632	-0.8439
UQCRH	-1.15875
RP11-217H1.1	0.493625
SDHA	-0.933166666666667
NCLN	-0.0573
ZNF17	0.465166666666667
RCBTB2	-1.63675
VEGFB	0.0158
RP4-747L4.3	0.3035
COLQ	-0.0595
MPN2	-0.856666666666667
DRG2	-0.5315
KLRB1	4.455
ALPK2	-2.17775
DNASE2B	5.61425
FLJ23834	2.2575
AXUD1	1.379
SAFB	0.0698
NSUN4	0.208
RFX2	0.284833333333333
MAPK8IP1	0.435166666666667
FANCD2	-0.933714285714286
ANKZF1	-1.59133333333333
C19orf50	-0.564625
DUSP8	2.33875
SENP5	-0.518375
NFKBIL2	-0.01425
LBR	-0.895875
IGFL1	1.13
LZTS2	0.526875
IL2RG	-1.368875
CCDC51	-0.5385
KLF3	0.218625
ANKRD37	-1.886
KCTD14	-0.281
FZR1	0.955916666666667
SLC44A4	4.3319
ESPL1	-0.864625
GMPR2	-0.2903
TBC1D19	-0.583166666666667
ERGIC1	0.689037037037037
ERBB4	2.9486
TSPAN32	-0.446583333333333
MAP4	0.0125
GPHN	-0.56475
SLC6A2	-0.23425
HIVEP1	0.122
DFFB	-0.6583
EIF4EBP2	0.571875
DMRT1	0.0475
HSPB6	-0.00975000000000001
IER2	-0.0865
AIFM1	-0.24625
WWC2	-0.74825
MRPL4	-0.5435
FLJ21062	1.15966666666667
EPB41L4A	1.52083333333333
SH2D6	-0.19475
TAF4B	-1.18175
GAL3ST3	0.0855
MALT1	-0.962833333333333
RTDR1	1.0315
ARVCF	0.35275
MEX3B	-1.22516666666667
FBXO16	1.9565
KIF7	-0.81925
C1QC	3.79566666666667
ZNF783	-1.12166666666667
ZNF85	-0.0665
MMP13	1.4805
KIAA0329	0.43075
RTP3	-0.433
ZBED3	-1.16575
CLGN	0.17075
SLC25A37	-1.23186956521739
hCG_18290	-0.253
OR5AS1	0.052
SMARCC2	0.849
FAM109A	0.397166666666667
CCDC12	-0.4015
USF2	1.2084
DEPDC7	-2.91725
C20orf24	-0.928666666666667
JMJD3	0.543
DSP	3.19192857142857
SLIC1	0.303625
FAM20A	0.69925
IRF2BP2	1.036
ZNF230	-0.212
MSN	-0.830071428571428
SLC9A5	-2.088
