Hybridization REF	TCGA-BH-A0B1-01A-12R-A056-07
UPF3A	-0.7855
IGSF11	-2.64033333333333
LAGE3	-0.09225
CHST6	-1.798
UNC13B	-0.10875
TTLL4	-1.28025
ZNF687	0.57525
SDC2	-1.0097
COX7A2	0.234
LAMB4	-0.3105
FAM24A	-1.078
LRRTM3	-0.982
GPHB5	-0.14575
OR4C13	0.322
EIF3EIP	-0.656857142857143
HABP4	-1.11
TMEM125	3.98825
CNTN2	-0.0907142857142857
ASNSD1	0.27325
FUT4	-0.52575
ACF	-4.1455
LOC158381	1.0235
CDH8	-0.6995
AGPS	-0.565333333333333
C4orf18	3.614875
PECI	0.433583333333333
UNG	-0.4205
GSTP1	-2.341375
DCUN1D5	-1.5345
DKFZP564J0863	-1.53175
SLC9A3R1	2.044625
BCDO2	-0.405
CHMP7	-0.065375
REM2	0.4865
DNHD1	-0.379125
FKBP4	1.0075
ZNF350	0.9105
MGC11102	0.081875
BST1	2.3825
KISS1R	0.521
NCR2	0.1615
DEFB125	0.508
UBE2W	2.61875
KRT15	2.42
C10orf99	-0.3265
SCN11A	0.373625
GFI1	-2.728
RDHE2	-0.228666666666667
FHL1	-0.675166666666667
OSGEP	-0.8455
GATA1	-3.5045
SMC6	-1.59775
TTTY14	-1.42025
LPIN3	0.20225
RPL4	-0.8242
RBPMS	0.0385555555555556
PRPF3	-0.426166666666667
EMR1	-2.6035
SPATA19	-0.028
XCR1	0.719
IRX3	1.3167
RBM6	-0.8295
KLF4	-0.3893
UNC5CL	-1.4435
SEBOX	0.752
BTK	-1.0275
KRCC1	1.74525
C6orf27	0.0805
SYTL5	-0.852
PRND	2.256375
LOC653319	-1.605
PIGL	-0.380875
HUS1	-0.7395
SFRS6	0.247583333333333
C17orf77	0.4705
UIMC1	-0.367833333333333
FXYD2	-1.9412
LOC283152	0.89475
ZNF667	0.213
ZCCHC12	-0.4415
TFEC	2.3778
ATP7B	-0.707166666666667
POLD2	-1.039
RG9MTD1	-0.1095
ACOT2	0.5125
HIST1H4I	-0.982875
PPARGC1A	-2.1926
ETFA	-1.5486
POLRMT	-0.58975
ZNF146	1.182125
MIA2	-0.8515
KLHL6	-1.60516666666667
HOXB5	-0.263625
NENF	0.4305
CUGBP1	-0.0505
PRSS22	1.55933333333333
CASC4	1.9435
CUL4B	0.0898
CENPJ	-1.7754
PITX1	-0.259666666666667
FLJ31033	2.06783333333333
CELSR3	-2.13616666666667
ZNF568	0.99175
ITSN1	0.286416666666667
EHBP1L1	-1.11483333333333
C19orf2	0.07625
DCTN1	0.0485
LIN28B	-4.73466666666667
TNKS2	-0.64375
C1QBP	-0.443875
CADPS2	1.3985
SRMS	0.56575
GJA9	0.280666666666667
MGC24975	-2.16533333333333
TRIM45	0.338666666666667
TSP50	0.85425
TCP1	-1.59775
TMED7	1.0917
CMA1	0.7615
CENPL	-0.827166666666667
PTCRA	-0.146
FST	-3.55725
VWCE	-2.93625
PAWR	-0.59325
ABCC12	-0.1712
LDLR	-1.7848
ASTN2	0.166
LOC441212	-1.22275
GPATCH8	-0.01825
TANC2	-0.35075
KIF4A	-1.465
C18orf18	-1.011
PGM1	-0.67375
KIAA0258	0.41175
CPD	1.3595
SNCAIP	0.17075
DCT	-4.395
HLA-DOA	2.53331818181818
OR11L1	0.575
UPK1B	-1.0908
DNAJB4	0.5505
UGT1A8	-0.25425
HIST1H4L	-0.6855
PECR	-1.14466666666667
HSPA2	1.90875
WFIKKN1	-2.4875
SERP1	2.0785
SYDE2	2.06775
TACR2	1.009
NUP85	-0.558
CD177	-0.257666666666667
LGR5	-2.08833333333333
PIGG	-0.121333333333333
PTHR1	-1.56433333333333
RAB5A	0.6354
FLJ13224	-0.142
USP9Y	-2.0135
C7orf53	-1.428
LRP1B	0.069
XAF1	3.475
ABCG8	-0.688
ANKDD1A	-0.102166666666667
DAND5	-2.4705
SPAG6	0.455833333333333
LINCR	-0.21625
ZDHHC22	-1.70875
CCDC60	1.035
THOC7	-1.32133333333333
TCTA	1.5122
OR8K3	0.15375
NY-REN-7	-0.513333333333333
B2M	1.8655
C6orf141	-0.461625
LPPR4	3.54975
SQLE	0.0215
SEPHS1	-0.98375
BTBD14B	0.0310714285714286
PLRG1	-0.4675
SPG7	-0.816375
ZNF614	0.148
PARD6G	0.7465
INPP5B	-0.7821
GRPEL2	0.03525
PPID	-1.101
TRIM56	-0.7475
UBE2J1	-0.4145
IL20RA	5.44475
LOC387856	0.388
C1orf107	0.56725
UTS2R	0.55675
C19orf22	0.239
SAFB2	0.166125
KIAA0652	0.31625
KLRG1	-0.922833333333333
MS4A8B	3.50483333333333
FRAG1	0.62825
KIAA1546	0.54575
E2F4	-1.1628
CLEC4M	0.00566666666666669
BTBD14A	-0.78975
KIAA0999	-0.0358
GYPA	-3.67883333333333
TAC1	2.5302
TRAIP	-1.01016666666667
KIAA0232	0.9841
ERCC8	-1.1035
GPX4	0.25525
KIAA0368	-0.865375
GPR157	-1.2825
CTAGE4	1.4835
C9orf30	-1.506
OR52A1	0.218
HSP90B3P	0.8595
ALG9	-1.2229
BTBD10	0.8675
SDK2	1.039
BAIAP3	2.937
RABGGTB	-0.57
ANKRD40	0.0653333333333333
KRT74	1.252
CALCOCO2	1.08914285714286
SNCA	-2.74275
TMSL8	-2.031
C2orf53	0.502
ESRRB	-0.763
ARHGAP26	-2.342125
TDRD9	-2.96275
HRAS	-0.01
KLRC4	-2.776
JAGN1	-0.445666666666667
BSDC1	0.4405
RNF43	-0.1131
NDUFAF1	0.35025
PHF12	0.136
OR1L3	0.471
FOLR2	1.63625
LYZL6	0.4756
tcag7.1260	-1.9215
WSB1	-1.13666666666667
PROS1	-0.3719
OSTN	0.756
PSMB8	1.19625
SOCS4	-0.534375
DDIT4L	0.863
MAS1	-0.399
MGC34796	2.123
CSHL1	-0.328166666666667
TBCCD1	0.068
ZBTB7C	0.2765
AP2S1	0.34025
P15RS	0.3388
VAT1	-0.3638
SHANK3	1.19633333333333
TUFM	-0.0783333333333333
THEG	-1.30125
KRT34	-2.10775
SGSM3	0.565625
TOMM22	-0.6035
SOCS3	2.22766666666667
CPO	0.1395
POP4	1.16275
BHLHB3	1.056
MALL	1.684
OR1B1	0.0505
PARK2	0.236166666666667
GPR124	0.759
LCE1E	0.117
RUVBL2	-0.12075
CGRRF1	0.2435
ACPL2	0.047
WNT10B	-2.565625
BAIAP2L2	-1.679125
ISCA1	-0.3335
C1orf125	-0.2235
RPAP1	-0.8885
RAI16	0.0848333333333333
RPL27	-0.5745
NLRP9	0.198
EPN1	0.599
LOC388610	-1.31725
SLC35A1	-0.1048
GAL	-4.021
SLC14A2	0.23875
RDH11	-1.66233333333333
FAM138F	-0.5415
AUH	0.02925
FLJ40243	0.474333333333333
C14orf129	0.055
MBD2	-0.862333333333333
ABHD14B	0.56175
PIGT	1.334
ALS2CR4	-0.739375
ALAS1	0.321
FOXO1	1.1145
CRLF3	-0.601
C20orf107	-0.111
FARS2	0.93825
CCDC28A	0.2055
NPHP3	-1.233
OR13F1	0.735
TSEN54	-0.404
DEFB106B	0.07675
OR8B4	0.0415
STH	0.96175
ZC3H14	-0.47625
CBX2	0.201
TMEM49	-0.81975
C6orf21	0.6995
FLJ20920	0.79475
CRTAP	-0.2885
DDX50	-0.389
STYXL1	0.62125
BLVRB	0.967333333333333
LOC147650	-0.355333333333333
MMP24	0.128
GRID1	2.5575
BANF1	-0.413666666666667
CTAGEP	0.14675
HMBS	-2.47625
SLC25A24	0.546333333333333
C14orf50	1.34525
MRO	0.879833333333333
SLC25A15	-1.35025
FAM84B	2.0869
TDP1	-1.5105
C16orf78	0.404666666666667
C11orf57	-0.49125
RFK	-1.163375
ZFYVE9	-0.20625
STCH	-0.9409
WIBG	0.57
LOC283871	-0.465
GBA2	-0.2834
NDUFB3	0.079
HSD17B13	-0.37125
GRIN3A	0.4815
FMNL1	-1.39766666666667
SEPT7	-0.00280000000000001
GNLY	3.1175
GRAMD1C	1.8275
ZNF165	-0.32775
USP38	0.75675
FAM83A	-2.71783333333333
C14orf24	0.3785
ARMCX3	1.280125
ARHGDIB	4.082
AK1	-0.029375
KIAA1045	0.99025
DNAJB13	-0.1945
NEU2	-0.673
HIST1H4B	-0.287166666666667
FAM20B	0.0035
HES2	-0.331214285714286
FAM73B	-0.6228
LOC388381	-0.8405
INTS7	-0.736636363636364
AMPH	2.97225
ZNF775	-0.239125
UCKL1	-0.590166666666667
C10orf97	0.16025
C1orf161	-0.235
ALDH1L1	-1.6325
FLJ39378	-0.524625
SLC23A1	0.5145
RBM4B	0.41475
THAP4	0.408833333333333
OGFRL1	0.34425
KIAA0831	-0.358875
PPP1R15A	-0.162333333333333
C1orf96	-0.314357142857143
C12orf11	-2.02675
BMF	0.634125
MAN1A1	-0.87625
KIAA1600	0.301833333333333
NLGN4X	0.18575
ALOX12	-1.12933333333333
RB1CC1	2.6712
NEIL2	0.46
EIF4E	0.1225
ABHD5	-0.54925
EXOC4	0.164
CIP29	-0.417
BATF2	1.855
SLC29A4	-0.433625
HTR4	-0.28675
EMB	-1.5265
TRAF6	0.102
LMNB1	-0.66075
FAM19A5	-0.98225
SHE	1.97225
PIK3C2B	0.65175
C15orf15	-0.5875
USP15	0.1873
TCEAL2	2.53275
C5orf39	-0.998333333333333
PTGER2	1.62075
SLC31A1	-0.4513125
IFT172	0.1475
ADAM29	0.39725
GFOD1	-0.25
ST7L	0.77
C15orf26	-3.9395
PKN3	-1.371
CNTD1	3.1845
COMMD1	-0.06625
NTRK2	2.73908333333333
FOXN3	-0.15325
MFGE8	-0.4872
PFKFB2	1.17266666666667
TAS2R4	-0.9765
ENTHD1	0.4215
PRMT5	-0.97725
MGC16384	-1.93975
LOC442229	-0.33475
TSKU	0.46275
KRTCAP3	3.279375
PDLIM1	0.5748
KCNS2	0.19425
RNF126	-1.07583333333333
CEP63	0.374125
CLIC4	-0.4525
hCG_1990170	0.538
ACR	0.5546
KLK7	2.9525
ALOX5AP	1.852625
RIPK3	4.32825
TAS2R9	0.3435
C19orf18	1.3055
BIRC6	-0.019
ZNF16	2.2985
RFT1	-0.55325
SLC8A2	-1.16325
TACC1	0.866
ITGAD	1.122
SAMHD1	1.2465
SH3PXD2B	1.1436
EPC2	0.503
C20orf85	-0.0111428571428572
ATP13A2	0.128
KRT4	0.353875
CAPNS1	0.44325
MDM2	1.72133333333333
PCDH20	1.9525
KCNK9	1.142
OR2C1	0.167
KLHDC3	-0.203
IPPK	0.6775
EFHD2	0.03025
GALR3	0.7145
NBEA	0.5095
ABCA6	2.7855
CLDN3	2.70483333333333
AKT2	-0.369642857142857
EGFR	-1.9194
RBM16	0.127
ZDHHC3	0.2677
SLC25A4	0.385833333333333
CYB5B	-1.07983333333333
CPXM1	1.42725
NDRG1	0.215076923076923
FLJ43826	0.2235
OR5L2	0.1758
FARP2	0.9451
MRPL46	-0.7335
LDHAL6B	0.191166666666667
MAPKAPK3	-0.477666666666667
NCAM2	-0.0855
PRKD2	0.9015
ZFP36L1	0.632
CYSLTR1	-0.15725
OR4C3	-0.274
HIST1H2AJ	4.6125
CCNB2	-2.25844444444444
ZNF10	-0.549125
TMEM175	0.317
FAM134A	0.881
TIGD4	0.7165
PCNP	-0.0965
MGC39715	0.62825
LQK1	-0.08025
CREB1	0.6081
TMPRSS3	0.7095
C4orf32	1.6685
LAT	-1.72108333333333
KCNA3	0.466
SKIV2L2	-1.32225
ROPN1B	-2.066
tcag7.23	-0.7635
CDT1	-2.92925
ZHX2	0.702875
CD28	-3.067
ZNF624	0.79725
SEPT2	0.76575
SOHLH2	-1.537625
MCOLN3	-0.528
UNQ1945	0.1075
MASP2	-1.094
ZNRF3	0.6617
GPATCH3	-0.3545
AGL	0.696
QRICH2	-0.863
PSD4	0.612333333333333
CCNB1IP1	-2.9725
ENPP7	0.8055
OBFC1	-0.4165
KCNG3	-1.155
C14orf79	1.30658333333333
ENPEP	1.57133333333333
SCT	1.597
SKI	0.66675
SEC61G	-0.82425
CAPN11	0.0247499999999999
ATXN7L3	0.29925
DBNDD1	-0.929
FAIM	0.01425
ANKRD36	-0.703
GABRP	2.4975
TACSTD2	2.6752
EIF3J	-0.42325
PPP2R2A	-0.77175
TEKT4	-0.215833333333333
PVALB	-4.29583333333333
F10	-1.81233333333333
FAM134C	1.2626
COMP	4.348125
EFCBP1	-2.45853333333333
SCLT1	0.638375
TAL1	-1.0338
ACSL1	0.7825
ABCC5	2.12416666666667
ABL1	-0.558444444444444
RBBP7	1.23891666666667
PTPRG	-1.426
NCOR1	0.4439
SPINK4	-1.61366666666667
TXNRD1	-0.6222
TNRC15	1.17525
C9orf138	1.206
UBE2H	0.8605
BRDT	1.5945
C8orf31	-0.6065
CCNE2	0.540818181818182
SLC6A8	-1.500875
CALCR	-3.02825
PPP1CB	0.3665
ABHD8	-0.75175
ARF5	0.4499
SLC24A4	-0.3205
CCT3	-0.06575
ZNF121	0.21325
SLC3A2	-0.8908
OR13A1	0.6225
SLC5A10	-0.1915
RAD50	0.971625
IER5	-0.0800000000000001
MTHFD1L	-2.466625
MBTPS2	0.2395
MVK	-0.55525
NCL	-0.1534
PSMD10	0.19225
MOBP	0.3025
FLJ32894	-1.5775
HRH1	0.52
C5orf30	1.5305
NUDT16L1	1.2216
RASGRP3	3.199
PRKRIP1	-0.0947
CCDC75	0.21125
LOC253970	-0.0703333333333333
KIAA1239	0.113333333333333
MED21	0.24125
SYT11	0.398083333333333
NTSR2	-0.5265
EGFL11	-0.247
CXorf59	null
OR2A25	0.39925
SPTBN2	1.07375
LRMP	-1.3124
RNF111	0.1005
PTH	-0.0355
LOC619208	-0.0410000000000001
KIAA0895	0.18825
RANBP5	-1.569
P2RY10	1.1665
NME5	2.65816666666667
DDX21	-0.62975
LRSAM1	-0.4
HDAC11	2.5365
VMO1	0.36
NOLA2	0.0233333333333333
ADAR	1.393
MTO1	-1.60783333333333
SF4	-0.138833333333333
P2RX1	0.409833333333333
HBM	0.29375
EN2	0.8575
C14orf172	0.288
TM9SF2	0.7953
INHBE	-1.4565
TCTE3	-0.476
TOX2	-2.82525
CTAGE3	0.28175
HBB	3.9588
MED15	-0.904666666666667
CASR	-0.18125
C6orf66	-1.83766666666667
MTPN	0.509375
UNC50	0.27125
C21orf33	-0.034625
IRF2	1.1475
PGR	2.9875
GPR84	0.93825
CROCCL1	-2.53175
SRPX	-1.183
BRE	0.64
FGF10	1.513
SDC3	-0.0623333333333333
ZRSR1	0.622833333333333
DKFZP434P211	-0.621125
SOX6	0.2325
RPUSD2	-0.62625
C14orf173	-0.305166666666667
MAPK11	-0.266
TBC1D22A	0.355
FAM123A	-0.856
COL4A6	-3.06666666666667
TOMM70A	0.67525
NAB1	-0.529875
MGC16385	-0.389875
TSPAN18	0.275666666666667
MED31	-0.5465
PLG	0.1185
CAPSL	3.1025
ZNF532	0.4088
ASB14	0.17675
CA8	-3.52825
NUDT16P	1.6895
SLFN11	-1.0665
LRRIQ2	0.516375
NOL7	-0.259833333333333
BRMS1L	-1.311
JARID1A	0.759333333333333
PANK2	-0.34275
ICAM3	-0.993
MDS1	1.50475
TAF8	-1.10825
RNF139	1.98575
ZNF594	-0.665
ADAM8	-0.096875
SFTPC	-0.437875
MAN2B2	1.33625
RGS12	0.46275
EIF1AY	-4.7475
LRRIQ1	-1.5832
GPR150	0.829
CCDC21	-0.952
PRRG3	0.751
SAA4	-3.64875
RAPGEF5	1.957125
ZCCHC2	0.35075
MGC39372	0.074
PPP4R2	0.8095
CDCA2	-1.96716666666667
OR4D5	0.0378333333333333
PTGFRN	1.6497
SIGLEC5	-0.052
C19orf61	-0.207
NMUR2	0.158
KIAA1586	-0.467166666666667
DAGLA	0.628833333333333
CHCHD6	-0.01275
GPR32	0.928
NEUROD6	0.1745
SLC2A4RG	-0.1879375
CA5B	-0.04125
FBXL3	1.32525
MPHOSPH9	-1.47425
HMG2L1	-0.02725
HCN4	0.344
CEACAM19	0.286
SH2D4B	0.411833333333333
HFE2	-1.2805
TGM4	0.1984
LYPD2	-0.13
TBC1D15	0.131
MRPS21	-0.8286
NONO	-0.5597
CLEC5A	0.42575
ITCH	0.1632
MGAT3	-0.882333333333333
MBP	0.065625
RPP25	-0.9
SOSTDC1	-0.2875
HRC	0.6945
TRIM48	0.61
TMEM133	-0.1025
ECEL1P2	-1.02
HOXC11	1.601
DOK5	0.14025
HELZ	0.0668333333333333
LOC348180	-0.76025
MGC33894	0.088
ADRB3	0.376
DMD	-0.269833333333333
PTRH2	-0.38275
MPEG1	2.432
NDUFA12	-0.0375
KRTAP2-4	-0.21425
STAMBPL1	-0.617333333333333
ADCY2	1.32516666666667
UNQ6125	0.4795
KLHL20	0.590666666666667
SRM	-1.615
OTC	0.0855
TMIE	0.335
SNX8	0.2545
LIPK	0.766
CHURC1	-0.198333333333333
KLC2	0.272833333333333
HDAC1	-0.193
FAM128A	0.750833333333333
FNDC3B	0.447
MTCP1	-0.4605
WFDC10B	-0.038
PCDHGB3	-0.1605
ATRNL1	0.2604
CAV2	-0.175375
MED26	-0.476
DUS1L	-0.0615
CHRM3	-1.284375
NEK9	0.339
WARS2	-0.62675
TBX22	0.1655
TOMM40	-0.33875
RP6-213H19.1	-1.37
TUBGCP5	-0.2275
IGSF6	5.06025
TPPP	0.6898
UNQ6190	-0.2025
GSTM5	0.2515
BTD	0.863333333333333
PDCD1LG2	0.386
SNRPB2	-0.344166666666667
ERICH1	-0.170625
APOA4	-1.9285
HOXA11	-1.4235
NARG1	-0.256375
MKX	0.58325
RAB28	0.196714285714286
PKP3	1.30675
SH3GL2	-2.12025
CTSO	4.0545
RPN2	1.03875
IL28RA	-0.199333333333333
SFMBT1	0.338
WDR57	-0.22275
FER1L3	1.0415
HSF5	0.085
TTC9B	-0.02025
C4BPA	-3.8645
ALB	-4.24471428571429
SORBS3	-0.32275
UPF2	0.225
JPH1	3.6695
AGBL2	-1.19025
DOPEY1	1.3985
TERF1	0.941333333333333
KIF22	-0.756666666666667
NINJ1	1.10375
SEC61A2	-0.166416666666667
HIST1H1D	0.32
SFXN4	-0.2575
UCP3	0.8269
ZNF703	1.3795
MYL6B	-0.868
TREM1	1.21875
OR52E6	0.3085
CKMT2	1.46875
HLA-C	1.899875
SLC13A3	-1.9985
TIMP4	-1.8315
SLIT2	1.9955
RSF1	0.206777777777778
LONRF1	-1.28621428571429
MON1A	-0.650833333333333
CACNG6	-1.8105
DPPA4	-5.332
ZSWIM3	-0.62475
ZNF804A	-0.457
CCIN	1.4075
SLC25A31	0.2205
KCNMB4	0.10925
RABL5	0.231125
GALNS	-0.6763
STX6	0.726
HIST1H1C	1.35466666666667
CIDEB	-0.678
CASP4	-0.445166666666667
PDK3	-0.1953
KCNJ11	1.467
TPR	0.0085
ZSCAN20	-1.16
MTX2	0.4275
HIST1H2BH	0.64025
LOC283767	1.16175
LYRM7	-1.32170588235294
BRD3	0.275333333333333
HIST1H2BO	0.43025
MAGEB10	0.5885
SLC45A1	1.40075
SERPINA3	2.9643
KIAA0143	2.52425
KCNJ16	1.57816666666667
KRT79	-0.00125
FABP2	-0.753333333333333
NUT	-0.14225
ZNF57	-0.5095
FBXL4	0.205375
CLEC9A	1.44
UGT8	-1.94083333333333
BMP2K	-0.28875
MAPK4	-3.4585
SLC25A23	-1.6885
HINT1	-0.3773
KRTAP13-1	0.209
SFXN5	0.3412
CHCHD2	0.308166666666667
FAM3D	1.6115
NDP	1.59725
RHOBTB1	-0.134
SLC4A4	-1.761
RPL38	-0.39725
HTF9C	0.297666666666667
AP2A2	-0.05175
ZBTB46	-0.4285
MAP7D1	0.53625
AOX1	-1.24333333333333
CYR61	1.49458333333333
DTNA	-1.24776923076923
JRKL	0.35325
TMOD3	-0.04275
EEA1	0.5204
ADCK5	1.079
IL1R1	3.669
KLK3	0.775285714285714
HRSP12	1.69
KTN1	-0.29025
LOH11CR2A	0.2993
RELL2	-0.03325
MAB21L1	1.56775
C20orf59	-1.33466666666667
PHKB	-0.3265
ADAM2	-2.03
TBC1D8B	1.842
FAM13A1	-1.3046875
LAPTM4B	1.06475
LCN8	-0.4755
TMEM147	0.8505
SYT4	-0.2128
XPO7	-0.731
C9orf62	0.66025
GPR75	0.11
TRIM5	0.580375
APOC1	-0.717
RNASE4	0.3165
PARD6B	0.125625
ARID1A	0.38575
TPD52L3	0.1823
RRAGB	1.50483333333333
RCN2	-0.907833333333333
HIST2H2BE	0.963
STARD7	0.037
SHMT2	-0.99125
KIAA1751	-0.1095
MLYCD	0.25475
LOC162632	-0.8339
UQCRH	-1.3705
RP11-217H1.1	1.7081875
SDHA	-0.522333333333333
NCLN	-0.3587
ZNF17	1.09783333333333
RCBTB2	-1.8665
VEGFB	0.0787
RP4-747L4.3	0.05925
COLQ	0.594
MPN2	-1.12533333333333
DRG2	-0.23925
KLRB1	5.22975
ALPK2	-4.04025
DNASE2B	-0.18075
FLJ23834	0.573833333333333
AXUD1	1.84883333333333
SAFB	-0.0436
NSUN4	-0.3255
RFX2	0.650666666666667
MAPK8IP1	-0.754
FANCD2	-0.937928571428571
ANKZF1	-1.7415
C19orf50	-0.6905
DUSP8	-0.16775
SENP5	0.641875
NFKBIL2	-0.0855
LBR	-1.33125
IGFL1	0.4485
LZTS2	-0.15975
IL2RG	-0.748125
CCDC51	0.03125
KLF3	0.289375
ANKRD37	-0.64225
KCTD14	-0.4125
FZR1	0.273916666666667
SLC44A4	3.0795
ESPL1	-0.72525
GMPR2	-0.4206
TBC1D19	-0.420333333333333
ERGIC1	0.508222222222222
ERBB4	2.0017
TSPAN32	0.207916666666667
MAP4	0.08375
GPHN	0.9465
SLC6A2	0.396625
HIVEP1	0.25125
DFFB	-0.8365
EIF4EBP2	0.738125
DMRT1	-0.232
HSPB6	-0.09175
IER2	-0.4765
AIFM1	-0.0565
WWC2	-0.317090909090909
MRPL4	-0.92175
FLJ21062	1.03666666666667
EPB41L4A	1.37233333333333
SH2D6	0.5005
TAF4B	-1.59425
GAL3ST3	-0.509
MALT1	-1.198
RTDR1	0.67225
ARVCF	-0.451
MEX3B	-1.753
FBXO16	1.34975
KIF7	0.619
C1QC	3.55
ZNF783	-0.332
ZNF85	-0.511
MMP13	4.467
KIAA0329	0.541
RTP3	-1.4955
ZBED3	-0.46175
CLGN	0.5115
SLC25A37	-2.10395833333333
hCG_18290	-0.911
OR5AS1	0.0525
SMARCC2	0.59875
FAM109A	-0.281666666666667
CCDC12	-0.314
USF2	0.6095
DEPDC7	-2.7355
C20orf24	-0.390833333333333
JMJD3	0.384
DSP	1.95435714285714
SLIC1	0.171375
FAM20A	1.430375
IRF2BP2	1.00225
ZNF230	0.2105
MSN	-0.901928571428572
SLC9A5	-2.3755
EPDR1	-1.9896
MUSK	0.2152
ZNF434	1.10766666666667
SMARCD1	-0.734666666666667
ZFP106	-0.725
ZNF347	0.229
GTF2E1	0.53325
RY1	-0.331333333333333
ATAD2B	0.343875
