Hybridization REF	TCGA-BH-A0H9-01A-11R-A056-07
MMP16	0.50125
DRD3	-0.36775
C5orf26	-0.936
C11orf73	0.110625
PTP4A2	0.723875
OR4M2	1.711
HPCA	-0.9755
SEC14L1	-0.655333333333333
CHFR	-0.213875
EMILIN1	0.60625
NDUFS4	-0.40275
COL18A1	-0.754375
PDZD3	-0.4066
C9orf16	-0.0203333333333333
ERBB2IP	0.297666666666667
EMX2	3.55875
FUS	-0.4295
TF	-2.5335
CLCN4	-1.05666666666667
CXorf56	0.163
C11orf72	0.92275
ELAC2	0.450083333333333
NPR1	-0.599
ASS1	-1.38866666666667
USP42	0.2985
POLR2J	-0.6225
SEC23IP	0.732833333333333
UQCRC1	0.3705
LOC729603	-0.561
C1orf71	0.23475
POLG	-2.2475
ADAM23	-3.3045
TFR2	-1.66775
RICTOR	-1.51022222222222
MGC39606	0.12175
C19orf55	-0.371625
SNAPC1	-1.33816666666667
GNA11	1.106625
CCDC52	0.340166666666667
FSIP1	4.642
UPF3A	-0.74625
IGSF11	-2.4645
LAGE3	-0.02575
CHST6	-1.726
UNC13B	0.453875
TTLL4	-0.597375
ZNF687	0.495625
SDC2	-1.9142
COX7A2	-0.04625
LAMB4	0.458
FAM24A	0.095
LRRTM3	-0.7282
GPHB5	-0.2055
OR4C13	0.085
EIF3EIP	-0.110357142857143
HABP4	-0.5095
TMEM125	3.4235
CNTN2	0.4525
ASNSD1	-0.40075
FUT4	-1.09225
ACF	-4.02475
LOC158381	0.29
CDH8	-1.13575
AGPS	-1.28016666666667
C4orf18	4.6085
PECI	-0.532166666666667
UNG	-0.949375
GSTP1	-0.1675
DCUN1D5	-0.911
DKFZP564J0863	-0.74125
SLC9A3R1	2.056875
BCDO2	2.42375
CHMP7	0.045125
REM2	1.544
DNHD1	-0.667625
FKBP4	0.407125
ZNF350	1.78825
MGC11102	-0.247375
BST1	0.925
KISS1R	0.919
NCR2	0.246
DEFB125	0.7355
UBE2W	1.198625
KRT15	0.409375
C10orf99	0.325
SCN11A	-0.3276
GFI1	-3.22875
RDHE2	2.718
FHL1	-0.171166666666667
OSGEP	0.180666666666667
GATA1	-3.59233333333333
SMC6	-1.39675
TTTY14	-1.4135
LPIN3	0.09075
RPL4	-0.5664
RBPMS	0.7879
PRPF3	-0.283
EMR1	-2.33
SPATA19	0.2035
XCR1	0.298
IRX3	1.6499
RBM6	-1.1005
KLF4	-1.4048
UNC5CL	-1.8905
SEBOX	-0.066
BTK	-1.69475
KRCC1	-0.37825
C6orf27	0.5335
SYTL5	-0.429
PRND	2.619375
LOC653319	-0.9025
PIGL	-0.69525
HUS1	-0.065
SFRS6	0.461416666666667
C17orf77	1.2255
UIMC1	-0.747833333333333
FXYD2	-1.8328
LOC283152	2.11
ZNF667	1.81875
ZCCHC12	-1.09266666666667
TFEC	2.0677
ATP7B	1.65533333333333
POLD2	-0.963666666666667
RG9MTD1	0.2055
ACOT2	0.0348333333333333
HIST1H4I	-1.735625
PPARGC1A	-2.7042
ETFA	-0.6395
POLRMT	0.03725
ZNF146	0.135625
MIA2	-0.3845
KLHL6	-2.17233333333333
HOXB5	-0.13925
NENF	0.502166666666667
CUGBP1	0.69225
PRSS22	2.20433333333333
CASC4	1.2395
CUL4B	-0.2789
CENPJ	-1.9704
PITX1	1.83316666666667
FLJ31033	-0.1736
CELSR3	-1.15466666666667
ZNF568	0.824
ITSN1	0.160166666666667
EHBP1L1	-0.475
C19orf2	-0.31725
DCTN1	0.837
LIN28B	-3.2154
TNKS2	-0.27
C1QBP	0.171
CADPS2	1.2245
SRMS	0.47825
GJA9	0.0228333333333334
MGC24975	-1.6465
TRIM45	-0.674666666666667
TSP50	0.112666666666667
TCP1	-0.23
TMED7	0.0556
CMA1	-0.0195
CENPL	-0.850166666666667
PTCRA	-0.112
FST	-4.4885
VWCE	-4.25225
PAWR	-0.7205
ABCC12	-0.05625
LDLR	-1.0497
ASTN2	0.0522
LOC441212	-1.58225
GPATCH8	0.09575
TANC2	0.142083333333333
KIF4A	-1.831
C18orf18	-2.66175
PGM1	-1.14025
KIAA0258	0.45425
CPD	1.04075
SNCAIP	-0.66825
DCT	-4.44583333333333
HLA-DOA	2.35086363636364
OR11L1	0.7745
UPK1B	-0.0794
DNAJB4	-1.03575
UGT1A8	-1.019
HIST1H4L	0.8285
PECR	-1.34933333333333
HSPA2	0.9405
WFIKKN1	-2.505
SERP1	0.866
SYDE2	1.31725
TACR2	0.7995
NUP85	-0.4735
CD177	-1.00366666666667
LGR5	-1.3566
PIGG	0.526916666666667
PTHR1	-1.72
RAB5A	0.2731
FLJ13224	-0.299
USP9Y	-1.349
C7orf53	-1.2515
LRP1B	1.86925
XAF1	-0.1539
ABCG8	0.1225
ANKDD1A	-1.61416666666667
DAND5	-1.42
SPAG6	2.56166666666667
LINCR	1.95125
ZDHHC22	-1.846375
CCDC60	-0.3165
THOC7	-1.31283333333333
TCTA	1.2561
OR8K3	0.377
NY-REN-7	-0.629
B2M	0.2355
C6orf141	-0.9545
LPPR4	0.2365
SQLE	-1.32025
SEPHS1	-0.52825
BTBD14B	1.05835714285714
PLRG1	-0.838
SPG7	0.4218125
ZNF614	0.1345
PARD6G	0.668666666666667
INPP5B	-1.1991
GRPEL2	-0.35125
PPID	-0.5324
TRIM56	-0.5795
UBE2J1	-0.82225
IL20RA	6.2455
LOC387856	-0.0355
C1orf107	0.585416666666667
UTS2R	1.0735
C19orf22	0.45175
SAFB2	0.39725
KIAA0652	0.420625
KLRG1	-0.361666666666667
MS4A8B	3.998
FRAG1	0.4695
KIAA1546	0.3255
E2F4	-0.6751
CLEC4M	0.193
BTBD14A	-1.16075
KIAA0999	1.1854
GYPA	-3.4908
TAC1	1.719
TRAIP	-0.999333333333333
KIAA0232	1.1121
ERCC8	-0.475375
GPX4	1.07175
KIAA0368	-0.4405
GPR157	-0.738166666666667
CTAGE4	2.376
C9orf30	-1.49433333333333
OR52A1	-0.261
HSP90B3P	-0.656
ALG9	-0.3667
BTBD10	1.0975
SDK2	-0.12475
BAIAP3	0.6975
RABGGTB	-1.31175
ANKRD40	-0.237
KRT74	-0.4115
CALCOCO2	-0.146214285714286
SNCA	-3.68675
TMSL8	-4.198125
C2orf53	-0.16
ESRRB	-0.459
ARHGAP26	-2.1175
TDRD9	0.448
HRAS	0.771666666666667
KLRC4	-2.3615
JAGN1	-0.311166666666667
BSDC1	-0.25225
RNF43	-0.1729
NDUFAF1	-0.04925
PHF12	-0.21375
OR1L3	0.69525
FOLR2	1.75741666666667
LYZL6	0.199
tcag7.1260	-2.025
WSB1	-1.94366666666667
PROS1	-1.1154
OSTN	0.528
PSMB8	-0.04275
SOCS4	-0.44175
DDIT4L	0.40875
MAS1	-0.053
MGC34796	1.818
CSHL1	-0.0433333333333334
TBCCD1	0.2995
ZBTB7C	0.41
AP2S1	-0.051375
P15RS	-0.0042
VAT1	-0.1983
SHANK3	0.933166666666667
TUFM	0.409
THEG	0.04625
KRT34	-1.56975
SGSM3	0.185375
TOMM22	-0.402625
SOCS3	0.168333333333333
CPO	0.2895
POP4	0.5545
BHLHB3	0.587
MALL	0.69175
OR1B1	-0.1095
PARK2	1.002
GPR124	0.09925
LCE1E	0.81
RUVBL2	0.08575
CGRRF1	0.2924
ACPL2	-0.1015
WNT10B	-1.894875
BAIAP2L2	-0.0685
ISCA1	-0.411
C1orf125	0.1785
RPAP1	-1.095
RAI16	-0.1255
RPL27	-0.36425
NLRP9	0.224
EPN1	0.481
LOC388610	-2.01475
SLC35A1	1.9327
GAL	-4.27825
SLC14A2	1.00875
RDH11	-0.000333333333333341
FAM138F	0.18
AUH	-0.3355
FLJ40243	0.58775
C14orf129	1.13933333333333
MBD2	-0.517666666666667
ABHD14B	-0.030125
PIGT	1.03775
ALS2CR4	-0.38275
ALAS1	0.1871
FOXO1	0.550333333333333
CRLF3	-0.548125
C20orf107	-0.49
FARS2	1.34
CCDC28A	0.32125
NPHP3	-1.93
OR13F1	0.625
TSEN54	-0.34425
DEFB106B	0.3152
OR8B4	0.522
STH	-0.03325
ZC3H14	-0.506375
CBX2	-0.3075
TMEM49	-1.679
C6orf21	0.7195
FLJ20920	-0.462875
CRTAP	-0.0502857142857143
DDX50	-0.801
STYXL1	0.128
BLVRB	-0.2875
LOC147650	-0.169333333333333
MMP24	0.88325
GRID1	1.29633333333333
BANF1	-0.192666666666667
CTAGEP	1.1375
HMBS	-1.84825
SLC25A24	0.920833333333333
C14orf50	1.06025
MRO	1.139
SLC25A15	-0.815
FAM84B	1.629
TDP1	-0.508
C16orf78	-0.658
C11orf57	0.338625
RFK	-0.3625
ZFYVE9	0.226
STCH	-0.3409
WIBG	0.15075
LOC283871	0.732833333333333
GBA2	-0.3107
NDUFB3	-0.21375
HSD17B13	-0.70525
GRIN3A	0.7066
FMNL1	-1.43166666666667
SEPT7	-0.2506
GNLY	1.968
GRAMD1C	0.0911666666666666
ZNF165	-1.01225
USP38	0.797
FAM83A	-2.74283333333333
C14orf24	0.401916666666667
ARMCX3	1.023375
ARHGDIB	0.0495
AK1	-0.013375
KIAA1045	0.274
DNAJB13	-0.336166666666667
NEU2	0.3905
HIST1H4B	-0.207833333333333
FAM20B	-0.4393
HES2	0.410857142857143
FAM73B	-0.1027
LOC388381	-0.15125
INTS7	-0.300181818181818
AMPH	3.4575
ZNF775	-0.1605
UCKL1	-0.502666666666667
C10orf97	-0.71875
C1orf161	0.00575000000000001
ALDH1L1	0.70725
FLJ39378	-0.561125
SLC23A1	-1.441
RBM4B	-0.19025
THAP4	0.274666666666667
OGFRL1	-0.50725
KIAA0831	-0.026
PPP1R15A	-0.219
C1orf96	0.0393571428571428
C12orf11	-1.84875
BMF	0.094
MAN1A1	-0.855125
KIAA1600	0.545666666666667
NLGN4X	0.0345
ALOX12	-1.0562
RB1CC1	-0.2329
NEIL2	0.6566
EIF4E	0.160045454545455
ABHD5	0.0285
EXOC4	0.0601666666666667
CIP29	-0.3905
BATF2	0.154
SLC29A4	-0.479625
HTR4	0.5095
EMB	0.522
TRAF6	0.3215
LMNB1	-1.122
FAM19A5	-2.015
SHE	1.327
PIK3C2B	1.7925
C15orf15	-0.8472
USP15	-0.4522
TCEAL2	1.68425
C5orf39	-1.25566666666667
PTGER2	-1.1405
SLC31A1	-0.254
IFT172	0.91875
ADAM29	0.487
GFOD1	-0.01125
ST7L	0.0625
C15orf26	-1.6905
PKN3	-1.88225
CNTD1	1.5725
COMMD1	0.147875
NTRK2	2.55175
FOXN3	-0.82025
MFGE8	-0.821
PFKFB2	0.438166666666667
TAS2R4	0.18775
ENTHD1	1.4335
PRMT5	-0.10575
MGC16384	-1.461125
LOC442229	-0.11575
TSKU	0.186625
KRTCAP3	3.103125
PDLIM1	1.1784
KCNS2	-0.15375
RNF126	-0.546666666666667
CEP63	0.063125
CLIC4	-1.247125
hCG_1990170	-0.1785
ACR	0.1367
KLK7	1.1315
ALOX5AP	2.6425
RIPK3	4.33875
TAS2R9	0.79
C19orf18	1.783
BIRC6	0.0263571428571429
ZNF16	0.95
RFT1	-0.23
SLC8A2	-0.12625
TACC1	-0.658
ITGAD	1.89166666666667
SAMHD1	0.889
SH3PXD2B	1.5221
EPC2	0.46875
C20orf85	4.445125
ATP13A2	1.21666666666667
KRT4	0.696875
CAPNS1	0.85725
MDM2	0.77025
PCDH20	4.08225
KCNK9	0.586
OR2C1	0.0665
KLHDC3	0.0555
IPPK	0.241
EFHD2	-0.53225
GALR3	1.03175
NBEA	0.917666666666667
ABCA6	2.2667
CLDN3	1.96033333333333
AKT2	-0.286285714285714
EGFR	-2.4928
RBM16	0.363125
ZDHHC3	0.7537
SLC25A4	-0.808166666666667
CYB5B	-0.610833333333333
CPXM1	-0.544
NDRG1	-2.71761538461538
FLJ43826	0.419
OR5L2	-0.609
FARP2	1.0957
MRPL46	-0.737
LDHAL6B	0.0554
MAPKAPK3	0.1025
NCAM2	0.016
PRKD2	0.6725
ZFP36L1	1.3303
CYSLTR1	-0.5755
OR4C3	-0.21125
HIST1H2AJ	1.59
CCNB2	-2.25466666666667
ZNF10	-0.693
TMEM175	0.619
FAM134A	0.966833333333333
TIGD4	-0.267
PCNP	-0.3825
MGC39715	-0.643333333333333
LQK1	-0.89125
CREB1	0.4667
TMPRSS3	-0.10475
C4orf32	1.611
LAT	-2.3185
KCNA3	-0.26
SKIV2L2	-0.66675
ROPN1B	-2.02825
tcag7.23	-0.791
CDT1	-1.962375
ZHX2	0.49875
CD28	-3.54375
ZNF624	0.96825
SEPT2	0.378666666666667
SOHLH2	-2.13871428571429
MCOLN3	-0.137875
UNQ1945	0.1295
MASP2	-1.0055
ZNRF3	-0.4017
GPATCH3	-0.2755
AGL	2.258
QRICH2	-0.0705
PSD4	0.860333333333333
CCNB1IP1	-1.51525
ENPP7	0.368
OBFC1	-0.577
KCNG3	-2.86633333333333
C14orf79	1.62266666666667
ENPEP	0.978666666666667
SCT	1.058
SKI	0.934
SEC61G	-0.971
CAPN11	0.76925
ATXN7L3	0.074
DBNDD1	1.35633333333333
FAIM	0.52475
ANKRD36	-0.385
GABRP	2.5905
TACSTD2	1.96766666666667
EIF3J	-0.669
PPP2R2A	0.00199999999999999
TEKT4	0.214
PVALB	-4.44466666666667
F10	-2.623
FAM134C	1.016
COMP	4.289375
EFCBP1	-3.37053333333333
SCLT1	-0.28675
TAL1	-1.4718
ACSL1	0.856
ABCC5	0.157083333333333
ABL1	-0.737
RBBP7	0.356916666666667
PTPRG	-2.31575
NCOR1	0.1461
SPINK4	2.96366666666667
TXNRD1	-1.6772
TNRC15	1.365625
C9orf138	1.30425
UBE2H	0.410833333333333
BRDT	0.4356
C8orf31	-0.3145
CCNE2	-1.63581818181818
SLC6A8	-1.4445
CALCR	-2.85625
PPP1CB	0.368083333333333
ABHD8	-0.3525
ARF5	0.6522
SLC24A4	-0.3095
CCT3	0.554
ZNF121	0.789625
SLC3A2	-1.0974
OR13A1	0.2675
SLC5A10	-0.0505
RAD50	0.21225
IER5	0.55875
MTHFD1L	-2.36425
MBTPS2	-0.6815
MVK	-0.324625
NCL	-0.4159
PSMD10	-0.26125
MOBP	0.780285714285714
FLJ32894	-0.0355
HRH1	-0.139666666666667
C5orf30	0.3835
NUDT16L1	2.7282
RASGRP3	2.7645
PRKRIP1	-0.2316
CCDC75	0.427
LOC253970	0.36
KIAA1239	1.78475
MED21	-0.785
SYT11	-0.176583333333333
NTSR2	-0.847
EGFL11	0.6105
CXorf59	1.075
OR2A25	0.30825
SPTBN2	-0.18825
LRMP	-1.49483333333333
RNF111	0.24275
PTH	0.518
LOC619208	0.368333333333333
KIAA0895	0.8255
RANBP5	-0.434875
P2RY10	0.697
NME5	3.57583333333333
DDX21	-1.06025
LRSAM1	0.411
HDAC11	2.232
VMO1	0.4045
NOLA2	0.0948333333333333
ADAR	1.0305
MTO1	-0.920333333333333
SF4	0.003
P2RX1	-0.967
HBM	0.296
EN2	0.9395
C14orf172	1.3735
TM9SF2	0.635
INHBE	-1.485
TCTE3	-0.68575
TOX2	-3.57225
CTAGE3	1.30575
HBB	3.3424
MED15	-0.595666666666667
CASR	0.382
C6orf66	-1.01316666666667
MTPN	0.25775
UNC50	-0.199
C21orf33	0.418625
IRF2	0.723375
PGR	-1.06383333333333
GPR84	0.478
CROCCL1	-3.604
SRPX	-1.461
BRE	0.207166666666667
FGF10	1.3665
SDC3	0.4665
ZRSR1	0.588833333333333
DKFZP434P211	-0.51725
SOX6	-0.954
RPUSD2	-0.129
C14orf173	1.15933333333333
MAPK11	0.340666666666667
TBC1D22A	0.558
FAM123A	-0.864
COL4A6	0.908
TOMM70A	-0.05825
NAB1	-0.31325
MGC16385	1.112125
TSPAN18	0.0831666666666667
MED31	-0.36675
PLG	-0.4485
CAPSL	3.2895
ZNF532	-0.5957
ASB14	-1.24325
CA8	1.05725
NUDT16P	2.18216666666667
SLFN11	-1.6095
LRRIQ2	0.0645
NOL7	-0.377666666666667
BRMS1L	-1.182375
JARID1A	0.101
PANK2	0.2645
ICAM3	-0.33025
MDS1	-0.60075
TAF8	-0.41925
RNF139	0.4685
ZNF594	-0.0673333333333333
ADAM8	1.557
SFTPC	0.333875
MAN2B2	1.3215
RGS12	0.8995
EIF1AY	-4.89181818181818
LRRIQ1	0.732833333333333
GPR150	1.26775
CCDC21	-1.33266666666667
PRRG3	0.47
SAA4	-2.5175
RAPGEF5	1.07025
ZCCHC2	0.196916666666667
MGC39372	-1.7365
PPP4R2	0.419666666666667
CDCA2	-1.33566666666667
OR4D5	0.3655
PTGFRN	0.8129
SIGLEC5	1.251
C19orf61	0.43
NMUR2	-0.8725
KIAA1586	-1.039
DAGLA	1.069
CHCHD6	-0.067
GPR32	0.891
NEUROD6	0.6895
SLC2A4RG	0.556625
CA5B	-0.426
FBXL3	1.25025
MPHOSPH9	-1.4745
HMG2L1	0.29325
HCN4	0.553333333333333
CEACAM19	-0.1705
SH2D4B	-0.261
HFE2	-0.5775
TGM4	-0.00166666666666668
LYPD2	-0.620333333333333
TBC1D15	-0.9885
MRPS21	-0.0673
NONO	-0.6911
CLEC5A	1.037375
ITCH	-1.1038
MGAT3	-0.929833333333333
MBP	-0.705125
RPP25	-1.6195
SOSTDC1	-1.1725
HRC	-1.34825
TRIM48	-0.592
TMEM133	-0.243
ECEL1P2	-0.8575
HOXC11	-1.532
DOK5	-0.873
HELZ	-0.062
LOC348180	-0.0585
MGC33894	0.0725
ADRB3	0.468
DMD	-0.269666666666667
PTRH2	-0.82125
MPEG1	2.79916666666667
NDUFA12	-0.254333333333333
KRTAP2-4	0.08275
STAMBPL1	-1.864
ADCY2	-0.609333333333333
UNQ6125	0.173
KLHL20	0.4995
SRM	-1.42225
OTC	0.164666666666667
TMIE	0.182333333333333
SNX8	-0.57725
LIPK	0.158
CHURC1	0.555083333333333
KLC2	0.467333333333333
HDAC1	-0.593
FAM128A	0.770333333333333
FNDC3B	-0.2485
MTCP1	-1.03666666666667
WFDC10B	1.8247
PCDHGB3	1.278
ATRNL1	-0.7148
CAV2	-1.169875
MED26	0.110666666666667
DUS1L	0.28175
CHRM3	-1.502375
NEK9	0.6065
WARS2	-0.39975
TBX22	-0.1745
TOMM40	-0.49575
RP6-213H19.1	-0.157666666666667
TUBGCP5	-0.91525
IGSF6	5.10025
TPPP	0.2188
UNQ6190	0.514
GSTM5	-0.4285
BTD	0.8165
PDCD1LG2	-0.764833333333333
SNRPB2	-0.167833333333333
ERICH1	-0.18075
APOA4	-1.711375
HOXA11	-2.55175
NARG1	0.042125
MKX	-1.2925
RAB28	-0.431
PKP3	1.56875
SH3GL2	-3.665
CTSO	2.52475
RPN2	1.55325
IL28RA	-0.465
SFMBT1	0.403
WDR57	-0.643625
FER1L3	1.09066666666667
HSF5	0.4965
TTC9B	-0.2565
C4BPA	-3.69066666666667
ALB	-3.66207692307692
SORBS3	0.523
UPF2	-0.522
JPH1	-0.1945
AGBL2	-0.28475
DOPEY1	1.378
TERF1	-0.389416666666667
KIF22	-0.7885
NINJ1	1.61475
SEC61A2	-0.245666666666667
HIST1H1D	0.802666666666667
SFXN4	-0.6685
UCP3	0.1063
ZNF703	1.20033333333333
MYL6B	-1.586
TREM1	2.02425
OR52E6	0.644
CKMT2	2.5915
HLA-C	0.745375
SLC13A3	-0.256
TIMP4	1.2215
SLIT2	1.739
RSF1	0.266166666666667
LONRF1	-0.562642857142857
MON1A	-0.1595
CACNG6	-1.92833333333333
DPPA4	-5.285
ZSWIM3	1.10075
ZNF804A	-0.214166666666667
CCIN	0.6595
SLC25A31	0.61425
KCNMB4	0.7025
RABL5	0.647
GALNS	0.2333
STX6	1.232875
HIST1H1C	-2.68433333333333
CIDEB	-0.090125
CASP4	-0.5255
PDK3	-0.3492
KCNJ11	2.44
TPR	-0.177375
ZSCAN20	-0.972
MTX2	-0.454
HIST1H2BH	-0.83325
LOC283767	-0.59125
LYRM7	-1.72623529411765
BRD3	0.877833333333333
HIST1H2BO	-1.004
MAGEB10	0.0725
SLC45A1	1.5295
SERPINA3	3.2894
KIAA0143	1.5805
KCNJ16	0.493
KRT79	0.404
FABP2	0.326333333333333
NUT	-0.922666666666667
ZNF57	0.21625
FBXL4	-0.266625
CLEC9A	0.468
UGT8	-1.752
BMP2K	0.046
MAPK4	-4.059
SLC25A23	-0.855
HINT1	-1.302
KRTAP13-1	-0.26
SFXN5	0.7106
CHCHD2	0.392833333333333
FAM3D	1.611
NDP	-2.840375
RHOBTB1	0.362833333333333
SLC4A4	-1.512625
RPL38	-0.5095
HTF9C	-0.390333333333333
AP2A2	0.6455
ZBTB46	0.227
MAP7D1	0.091375
AOX1	0.0778333333333333
CYR61	-0.0823333333333333
DTNA	0.706357142857143
JRKL	-0.766
TMOD3	-0.38375
EEA1	-0.161
ADCK5	-0.3045
IL1R1	0.654833333333333
KLK3	0.480142857142857
HRSP12	-0.87775
KTN1	-0.082
LOH11CR2A	-0.4586
RELL2	-0.06475
MAB21L1	1.2715
C20orf59	-0.881
PHKB	0.519
ADAM2	0.788666666666667
TBC1D8B	1.34583333333333
FAM13A1	-1.5913125
LAPTM4B	-0.628416666666667
LCN8	-0.0865
TMEM147	0.2545
SYT4	0.0674
XPO7	-0.267
C9orf62	1.33075
GPR75	0.8805
TRIM5	0.555375
APOC1	-0.243333333333333
RNASE4	1.281
PARD6B	-0.576125
ARID1A	0.28625
TPD52L3	0.5726
RRAGB	0.436166666666667
RCN2	-1.29166666666667
HIST2H2BE	-0.0561875
STARD7	-0.35325
SHMT2	-1.26225
KIAA1751	0.0626
MLYCD	1.825125
LOC162632	-0.5818
UQCRH	-1.42625
RP11-217H1.1	0.33725
SDHA	-0.666
NCLN	-0.2231
ZNF17	1.1255
RCBTB2	-1.96475
VEGFB	-0.1108
RP4-747L4.3	0.6465
COLQ	-0.0336
MPN2	-0.912166666666667
DRG2	0.2675
KLRB1	5.04625
ALPK2	-2.95025
DNASE2B	1.64375
FLJ23834	-0.633166666666667
AXUD1	1.16066666666667
SAFB	-0.1141
NSUN4	-0.36325
RFX2	0.499333333333333
MAPK8IP1	-0.562166666666667
FANCD2	-1.52857142857143
ANKZF1	-1.8095
C19orf50	-0.43675
DUSP8	1.1415
SENP5	-0.26775
NFKBIL2	-0.62325
LBR	-2.071875
IGFL1	0.369
LZTS2	-0.2355
IL2RG	-0.943125
CCDC51	0.06875
KLF3	-0.3215
ANKRD37	-1.00125
KCTD14	-0.649
FZR1	0.457583333333333
SLC44A4	3.6446
ESPL1	-0.879875
GMPR2	-0.3496
TBC1D19	-0.2955
ERGIC1	0.151962962962963
ERBB4	3.0685
TSPAN32	-0.200583333333333
MAP4	0.799875
GPHN	0.2485
SLC6A2	-0.2825
HIVEP1	0.141
DFFB	-0.5275
EIF4EBP2	0.22725
DMRT1	-0.319
HSPB6	0.20525
IER2	1.02083333333333
AIFM1	0.04725
WWC2	0.780090909090909
MRPL4	-0.09175
FLJ21062	0.535666666666667
EPB41L4A	0.937583333333333
SH2D6	0.3455
TAF4B	-0.9615
GAL3ST3	-0.2495
MALT1	-1.36583333333333
RTDR1	0.91975
ARVCF	0.49325
MEX3B	-0.131833333333333
FBXO16	1.75775
KIF7	-1.23025
C1QC	3.566
ZNF783	-0.6755
ZNF85	0.71575
MMP13	3.0555
KIAA0329	1.02771428571429
RTP3	-0.664
ZBED3	-1.046
CLGN	-1.268
SLC25A37	-1.53604166666667
hCG_18290	-0.494
OR5AS1	0.934
SMARCC2	0.2975
FAM109A	0.282833333333333
CCDC12	-0.3585
USF2	0.4196
DEPDC7	-3.01725
C20orf24	1.30533333333333
JMJD3	0.9635
DSP	1.59721428571429
SLIC1	-0.537
FAM20A	0.52175
IRF2BP2	0.71475
ZNF230	-0.1805
MSN	-1.09878571428571
SLC9A5	-2.2845
EPDR1	0.1156
MUSK	0.065
ZNF434	0.4445
SMARCD1	-0.6065
ZFP106	-0.49025
ZNF347	0.3113
