Hybridization REF	TCGA-BH-A0B9-01A-11R-A056-07
PLXNA1	-0.0426
KIAA0100	-1.0607
PMF1	0.80625
FNDC1	4.0815
HS2ST1	0.367833333333333
CRELD2	0.301
C8G	-0.4055
CD82	1.73025
LIM2	-1.163
UNQ6490	-0.849
MMP16	-0.5325
DRD3	-0.0765
C5orf26	-0.007
C11orf73	0.16875
PTP4A2	-0.837
OR4M2	0.4965
HPCA	-0.508666666666667
SEC14L1	-0.4785
CHFR	0.28225
EMILIN1	-0.190375
NDUFS4	-0.18575
COL18A1	-0.617125
PDZD3	-0.0593
C9orf16	0.217166666666667
ERBB2IP	-0.844
EMX2	0.8355
FUS	-0.45075
TF	-0.9248
CLCN4	2.32016666666667
CXorf56	1.50475
C11orf72	0.16925
ELAC2	-0.9475
NPR1	-1.14875
ASS1	-0.00466666666666667
USP42	0.170375
POLR2J	-0.4875
SEC23IP	0.569333333333333
UQCRC1	-0.43425
LOC729603	-0.4385
C1orf71	-0.51775
POLG	-1.3015
ADAM23	-3.952
TFR2	-0.90525
RICTOR	-0.5429
MGC39606	1.40875
C19orf55	-0.31425
SNAPC1	-1.49883333333333
GNA11	-0.3595
CCDC52	0.0103333333333333
FSIP1	-1.865
UPF3A	0.556375
IGSF11	-2.19916666666667
LAGE3	0.6005
CHST6	-1.158
UNC13B	-0.608375
TTLL4	2.74125
ZNF687	0.258875
SDC2	0.1216
COX7A2	-0.38625
LAMB4	-0.0315
FAM24A	0.7235
LRRTM3	-1.29033333333333
GPHB5	0.267
OR4C13	0.093
EIF3EIP	0.197
HABP4	-1.207
TMEM125	4.285
CNTN2	1.19675
ASNSD1	0.538
FUT4	0.914125
ACF	-3.68225
LOC158381	-0.371
CDH8	-0.425
AGPS	-0.7495
C4orf18	-0.091375
PECI	-1.59466666666667
UNG	0.646875
GSTP1	0.81525
DCUN1D5	0.0926666666666667
DKFZP564J0863	-0.656
SLC9A3R1	-0.19375
BCDO2	0.360375
CHMP7	0.351125
REM2	0.001
DNHD1	0.104875
FKBP4	0.074625
ZNF350	1.47725
MGC11102	0.203625
BST1	0.8935
KISS1R	1.528
NCR2	0.557
DEFB125	1.0595
UBE2W	0.478875
KRT15	2.954
C10orf99	0.185
SCN11A	0.406375
GFI1	-1.34375
RDHE2	-1.09066666666667
FHL1	-1.6475
OSGEP	-0.4085
GATA1	-3.37333333333333
SMC6	-0.9895
TTTY14	-1.17275
LPIN3	-0.43625
RPL4	0.0885
RBPMS	0.0183
PRPF3	0.991
EMR1	-1.997
SPATA19	1.36125
XCR1	0.1045
IRX3	2.9006
RBM6	-1.01325
KLF4	-1.9705
UNC5CL	-1.00175
SEBOX	0.3465
BTK	0.41875
KRCC1	1.41825
C6orf27	0.199
SYTL5	-0.8545
PRND	0.31625
LOC653319	-0.5975
PIGL	-1.292125
HUS1	0.133
SFRS6	0.6665
C17orf77	0.6025
UIMC1	-0.0115
FXYD2	-1.5231
LOC283152	1.1465
ZNF667	1.6585
ZCCHC12	-0.093
TFEC	2.9559
ATP7B	-1.94433333333333
POLD2	-0.0206666666666667
RG9MTD1	0.82025
ACOT2	-1.77666666666667
HIST1H4I	-1.101
PPARGC1A	-0.912
ETFA	-1.6979
POLRMT	-0.71125
ZNF146	0.392375
MIA2	-1.6535
KLHL6	-0.521333333333333
HOXB5	-1.535
NENF	0.484166666666667
CUGBP1	-0.3415
PRSS22	1.74266666666667
CASC4	-0.1568
CUL4B	0.6046
CENPJ	-0.00650000000000001
PITX1	0.8515
FLJ31033	0.768666666666667
CELSR3	-1.34916666666667
ZNF568	-0.22675
ITSN1	-1.03125
EHBP1L1	0.2855
C19orf2	0.315
DCTN1	0.32675
LIN28B	-0.796666666666667
TNKS2	0.269
C1QBP	-0.5235
CADPS2	1.42375
SRMS	0.42625
GJA9	0.345666666666667
MGC24975	-0.949166666666667
TRIM45	-0.707166666666667
TSP50	0.52825
TCP1	-0.66425
TMED7	-0.5578
CMA1	0.331
CENPL	0.0548333333333333
PTCRA	0.48
FST	-4.3035
VWCE	-4.3595
PAWR	-0.0485
ABCC12	0.4555
LDLR	-2.351
ASTN2	-0.1792
LOC441212	-0.423875
GPATCH8	-0.469
TANC2	-1.45775
KIF4A	-0.76275
C18orf18	-0.26225
PGM1	-0.6515
KIAA0258	1.69275
CPD	-0.557
SNCAIP	-1.2525
DCT	-4.17016666666667
HLA-DOA	3.94404545454545
OR11L1	0.647
UPK1B	-0.5575
DNAJB4	-0.032875
UGT1A8	-0.1545
HIST1H4L	-0.2525
PECR	-0.6605
HSPA2	1.0265
WFIKKN1	-1.1505
SERP1	1.426625
SYDE2	-0.06275
TACR2	0.9195
NUP85	-0.053
CD177	0.332166666666667
LGR5	-0.762333333333333
PIGG	0.440833333333333
PTHR1	-2.46383333333333
RAB5A	-0.794
FLJ13224	-0.1585
USP9Y	-1.12966666666667
C7orf53	-0.2095
LRP1B	-1.67675
XAF1	2.0493
ABCG8	-0.649
ANKDD1A	-0.005
DAND5	-2.213
SPAG6	-0.0406666666666667
LINCR	2.43225
ZDHHC22	-1.979875
CCDC60	0.1815
THOC7	-1.76083333333333
TCTA	0.3819
OR8K3	0.38075
NY-REN-7	-0.23675
B2M	1.76116666666667
C6orf141	-1.36275
LPPR4	0.194
SQLE	-1.833875
SEPHS1	0.47925
BTBD14B	0.173142857142857
PLRG1	0.34175
SPG7	0.062875
ZNF614	-0.0663333333333333
PARD6G	0.499666666666667
INPP5B	-0.1444
GRPEL2	0.22075
PPID	-0.4959
TRIM56	0.046
UBE2J1	0.1905
IL20RA	1.171
LOC387856	0.282
C1orf107	0.687416666666667
UTS2R	1.3105
C19orf22	-0.593
SAFB2	-0.475125
KIAA0652	-0.0255
KLRG1	0.878833333333333
MS4A8B	0.166333333333333
FRAG1	0.6595
KIAA1546	0.64575
E2F4	-0.2801
CLEC4M	0.458
BTBD14A	-0.72075
KIAA0999	0.4178
GYPA	-3.42533333333333
TAC1	-0.2471
TRAIP	-0.566666666666667
KIAA0232	-0.2582
ERCC8	-0.8635
GPX4	-0.379875
KIAA0368	-0.596
GPR157	-0.684333333333333
CTAGE4	0.4305
C9orf30	-1.01333333333333
OR52A1	0.7015
HSP90B3P	0.2165
ALG9	-0.9137
BTBD10	0.55625
SDK2	0.27
BAIAP3	-0.9795
RABGGTB	-0.22975
ANKRD40	-0.921
KRT74	0.83
CALCOCO2	-0.467571428571429
SNCA	-2.5745
TMSL8	0.808375
C2orf53	0.6
ESRRB	-0.37425
ARHGAP26	-0.185
TDRD9	-2.24075
HRAS	0.221666666666667
KLRC4	-2.0175
JAGN1	0.924
BSDC1	-0.5015
RNF43	-0.6688
NDUFAF1	-0.3015
PHF12	0.0975
OR1L3	0.17675
FOLR2	1.90241666666667
LYZL6	-0.0516666666666667
tcag7.1260	-1.047
WSB1	-1.877
PROS1	-2.3405
OSTN	0.466
PSMB8	1.81075
SOCS4	-0.592875
DDIT4L	3.6905
MAS1	0.8715
MGC34796	0.3755
CSHL1	0.116666666666667
TBCCD1	0.108166666666667
ZBTB7C	0.062
AP2S1	-0.425625
P15RS	0.4236
VAT1	-1.5801
SHANK3	1.153
TUFM	0.0233333333333333
THEG	0.52325
KRT34	-2.123
SGSM3	0.25675
TOMM22	0.269
SOCS3	0.948333333333333
CPO	0.371
POP4	0.3305
BHLHB3	3.1025
MALL	0.54425
OR1B1	-0.198
PARK2	0.2185
GPR124	-0.65575
LCE1E	0.2305
RUVBL2	-0.658
CGRRF1	-0.5866
ACPL2	-0.1355
WNT10B	-0.25225
BAIAP2L2	-2.043
ISCA1	-0.395
C1orf125	-0.30675
RPAP1	-0.83675
RAI16	0.280833333333333
RPL27	-0.457875
NLRP9	0.122
EPN1	0.6475
LOC388610	-0.59125
SLC35A1	0.9546
GAL	-2.2565
SLC14A2	0.25275
RDH11	-1.28466666666667
FAM138F	0.391
AUH	-1.01325
FLJ40243	-0.07675
C14orf129	-0.194666666666667
MBD2	-0.623
ABHD14B	-0.97025
PIGT	-0.888625
ALS2CR4	0.708
ALAS1	-0.4628
FOXO1	0.315166666666667
CRLF3	-0.63375
C20orf107	-0.728
FARS2	0.36225
CCDC28A	0.7285
NPHP3	-0.437
OR13F1	0.212
TSEN54	0.1425
DEFB106B	0.184
OR8B4	0.4645
STH	-1.16125
ZC3H14	-0.7585
CBX2	0.192
TMEM49	-1.5725
C6orf21	0.462
FLJ20920	0.16725
CRTAP	-1.54571428571429
DDX50	0.26025
STYXL1	0.65775
BLVRB	-1.8705
LOC147650	0.277
MMP24	0.27875
GRID1	0.0451666666666667
BANF1	-0.0491666666666667
CTAGEP	-0.02
HMBS	-0.48725
SLC25A24	0.335833333333333
C14orf50	0.8155
MRO	0.7905
SLC25A15	-1.3185
FAM84B	0.4969
TDP1	-0.2485
C16orf78	-0.317666666666667
C11orf57	0.9485
RFK	-1.1535
ZFYVE9	-0.2205
STCH	-0.827
WIBG	0.662
LOC283871	-0.3035
GBA2	-0.2795
NDUFB3	0.08025
HSD17B13	-0.645
GRIN3A	1.6038
FMNL1	-0.120833333333333
SEPT7	-0.4138
GNLY	3.602
GRAMD1C	0.962833333333333
ZNF165	-0.1805
USP38	0.6085
FAM83A	-3.42583333333333
C14orf24	-0.553166666666667
ARMCX3	0.46
ARHGDIB	0.139666666666667
AK1	-0.74975
KIAA1045	4.96125
DNAJB13	0.176666666666667
NEU2	0.1285
HIST1H4B	-0.323166666666667
FAM20B	-0.3797
HES2	0.112642857142857
FAM73B	-0.2143
LOC388381	-0.24825
INTS7	0.181181818181818
AMPH	2.211
ZNF775	0.21875
UCKL1	-0.566833333333333
C10orf97	-1.309
C1orf161	0.017
ALDH1L1	-0.75875
FLJ39378	-0.356125
SLC23A1	-2.5885
RBM4B	0.365
THAP4	0.544
OGFRL1	2.40575
KIAA0831	-0.352625
PPP1R15A	-0.746833333333333
C1orf96	0.2525
C12orf11	-0.0155
BMF	2.063
MAN1A1	-1.4665
KIAA1600	0.483
NLGN4X	-2.51625
ALOX12	-1.1575
RB1CC1	0.4167
NEIL2	0.9341
EIF4E	0.282636363636364
ABHD5	0.23425
EXOC4	0.081
CIP29	0.647833333333333
BATF2	1.6435
SLC29A4	-0.105
HTR4	0.62475
EMB	-0.16725
TRAF6	0.76
LMNB1	-1.13175
FAM19A5	-1.1325
SHE	0.198
PIK3C2B	0.8115
C15orf15	-0.3955
USP15	-0.1223
TCEAL2	2.888
C5orf39	-0.2305
PTGER2	-0.27575
SLC31A1	-0.491125
IFT172	0.5185
ADAM29	0.28425
GFOD1	0.2105
ST7L	0.691166666666667
C15orf26	-2.1065
PKN3	-1.98725
CNTD1	0.0733333333333333
COMMD1	0.01175
NTRK2	2.11608333333333
FOXN3	-0.728625
MFGE8	0.6822
PFKFB2	0.520333333333333
TAS2R4	-0.36025
ENTHD1	1.0225
PRMT5	-0.7045
MGC16384	-0.80325
LOC442229	1.07875
TSKU	-0.507625
KRTCAP3	3.182625
PDLIM1	1.0551
KCNS2	0.229
RNF126	-0.841666666666667
CEP63	-0.275625
CLIC4	-1.080625
hCG_1990170	5.22125
ACR	1.9611
KLK7	0.02425
ALOX5AP	4.065875
RIPK3	2.65925
TAS2R9	0.838
C19orf18	-0.765
BIRC6	-0.218428571428571
ZNF16	1.023
RFT1	-0.87675
SLC8A2	-0.482
TACC1	-1.052125
ITGAD	0.745
SAMHD1	1.6335
SH3PXD2B	1.3022
EPC2	0.87175
C20orf85	0.465
ATP13A2	0.013
KRT4	3.460125
CAPNS1	-0.38875
MDM2	-0.411833333333333
PCDH20	0.77325
KCNK9	0.6175
OR2C1	-0.7745
KLHDC3	0.922166666666667
IPPK	-0.739
EFHD2	-0.278
GALR3	1.21025
NBEA	-1.8575
ABCA6	1.9747
CLDN3	2.301
AKT2	-0.813928571428571
EGFR	0.0549
RBM16	0.438625
ZDHHC3	-0.4696
SLC25A4	-0.291
CYB5B	-0.880666666666667
CPXM1	-0.2865
NDRG1	-0.692076923076923
FLJ43826	-0.0495
OR5L2	0.0178333333333333
FARP2	0.1972
MRPL46	0.2485
LDHAL6B	0.1752
MAPKAPK3	-0.366166666666667
NCAM2	-3.419
PRKD2	0.361333333333333
ZFP36L1	0.6619
CYSLTR1	-0.7045
OR4C3	0.11625
HIST1H2AJ	0.5625
CCNB2	-1.119
ZNF10	0.304375
TMEM175	0.5645
FAM134A	0.814166666666667
TIGD4	0.321
PCNP	0.35475
MGC39715	0.26675
LQK1	-0.863
CREB1	0.3867
TMPRSS3	2.187
C4orf32	-1.576125
LAT	-0.336666666666667
KCNA3	0.1755
SKIV2L2	-0.24975
ROPN1B	3.062
tcag7.23	-0.0775
CDT1	-0.69475
ZHX2	0.876125
CD28	-2.0115
ZNF624	-0.24625
SEPT2	0.235
SOHLH2	-2.0745
MCOLN3	-0.19875
UNQ1945	0.773
MASP2	-1.424
ZNRF3	-0.9873
GPATCH3	-0.11025
AGL	0.70675
QRICH2	1.029
PSD4	1.13816666666667
CCNB1IP1	-0.466
ENPP7	0.0473333333333333
OBFC1	0.102
KCNG3	-2.2255
C14orf79	-0.381416666666667
ENPEP	-1.12566666666667
SCT	0.6335
SKI	0.713125
SEC61G	-0.33325
CAPN11	-0.663
ATXN7L3	0.1865
DBNDD1	0.059
FAIM	0.77775
ANKRD36	-1.1425
GABRP	5.94633333333333
TACSTD2	2.03666666666667
EIF3J	-0.69025
PPP2R2A	0.0915
TEKT4	-1.07583333333333
PVALB	-3.51716666666667
F10	-3.084
FAM134C	0.4895
COMP	2.727375
EFCBP1	-2.88775
SCLT1	0.294375
TAL1	-1.7681
ACSL1	-0.90375
ABCC5	0.345
ABL1	-1.08622222222222
RBBP7	0.352833333333333
PTPRG	-3.034
NCOR1	-0.7919
SPINK4	-2.35033333333333
TXNRD1	-0.7019
TNRC15	0.204625
C9orf138	0.631625
UBE2H	-0.182333333333333
BRDT	0.1316
C8orf31	1.376
CCNE2	-0.887454545454545
SLC6A8	-2.154625
CALCR	-3.6795
PPP1CB	1.69958333333333
ABHD8	0.75925
ARF5	1.0626
SLC24A4	0.3145
CCT3	0.192
ZNF121	-0.501625
SLC3A2	-0.2939
OR13A1	0.479
SLC5A10	0.04225
RAD50	0.0445
IER5	0.41275
MTHFD1L	-0.93475
MBTPS2	-0.43
MVK	-0.390375
NCL	0.0216
PSMD10	-0.509
MOBP	0.330125
FLJ32894	0.5345
HRH1	-1.34766666666667
C5orf30	-0.56075
NUDT16L1	0.561
RASGRP3	4.66033333333333
PRKRIP1	-0.7989
CCDC75	-0.0855
LOC253970	0.274
KIAA1239	-0.259
MED21	1.43
SYT11	1.51208333333333
NTSR2	0.699
EGFL11	0.291
CXorf59	-0.406
OR2A25	0.3375
SPTBN2	0.85525
LRMP	-1.02683333333333
RNF111	-0.311
PTH	0.649
LOC619208	1.15016666666667
KIAA0895	-0.02725
RANBP5	0.4685
P2RY10	1.39133333333333
NME5	2.07416666666667
DDX21	-0.312
LRSAM1	-0.642
HDAC11	-0.6765
VMO1	1.62375
NOLA2	0.395166666666667
ADAR	1.03183333333333
MTO1	-0.7475
SF4	0.639666666666667
P2RX1	-0.407833333333333
HBM	-0.11325
EN2	1.543
C14orf172	0.33025
TM9SF2	1.1023
INHBE	-1.27883333333333
TCTE3	-0.0161666666666667
TOX2	-1.927
CTAGE3	-0.2415
HBB	2.4293
MED15	-1.3345
CASR	0.49975
C6orf66	-0.135166666666667
MTPN	-0.6655
UNC50	-0.52625
C21orf33	0.624
IRF2	1.226875
PGR	-2.94416666666667
GPR84	3.2285
CROCCL1	-2.1325
SRPX	-2.13875
BRE	0.059
FGF10	0.622333333333333
SDC3	-0.343333333333333
ZRSR1	0.311333333333333
DKFZP434P211	0.026625
SOX6	-0.5245
RPUSD2	0.43675
C14orf173	-0.699416666666667
MAPK11	-0.569
TBC1D22A	0.3135
FAM123A	-0.461
COL4A6	-3.7545
TOMM70A	0.31775
NAB1	0.570875
MGC16385	0.688625
TSPAN18	-1.415
MED31	-0.2835
PLG	-0.30325
CAPSL	0.8115
ZNF532	1.3134
ASB14	-0.03625
CA8	1.349
NUDT16P	-0.126
SLFN11	0.024
LRRIQ2	-0.51075
NOL7	-0.680166666666667
BRMS1L	-0.5525
JARID1A	1.21333333333333
PANK2	-0.96375
ICAM3	-0.081
MDS1	-0.70425
TAF8	-0.36175
RNF139	-0.67225
ZNF594	0.2695
ADAM8	2.8055
SFTPC	-0.3185
MAN2B2	0.644875
RGS12	0.519
EIF1AY	-5.02341666666667
LRRIQ1	0.213
GPR150	1.29625
CCDC21	-1.31366666666667
PRRG3	0.42875
SAA4	-1.30175
RAPGEF5	0.5755
ZCCHC2	0.463083333333333
MGC39372	-0.0445
PPP4R2	-0.724333333333333
CDCA2	0.0438333333333334
OR4D5	0.607166666666667
PTGFRN	-0.8618
SIGLEC5	1.74516666666667
C19orf61	-0.232
NMUR2	0.4255
KIAA1586	-0.4115
DAGLA	0.338833333333333
CHCHD6	0.20875
GPR32	-0.191
NEUROD6	-0.0628333333333333
SLC2A4RG	-0.524625
CA5B	-0.07725
FBXL3	1.06325
MPHOSPH9	-1.09525
HMG2L1	-0.299
HCN4	1.131
CEACAM19	1.4795
SH2D4B	1.21416666666667
HFE2	-1.281
TGM4	-0.216833333333333
LYPD2	0.443
TBC1D15	-0.01475
MRPS21	0.1071
NONO	0.0123
CLEC5A	2.715125
ITCH	0.602
MGAT3	1.31766666666667
MBP	0.178
RPP25	-0.183
SOSTDC1	2.05075
HRC	-2.303
TRIM48	0.409
TMEM133	0.25775
ECEL1P2	-1.213
HOXC11	-0.4475
DOK5	2.12825
HELZ	0.056
LOC348180	-0.0165
MGC33894	0.1825
ADRB3	0.5055
DMD	-0.138416666666667
PTRH2	-0.4495
MPEG1	3.319
NDUFA12	-0.2735
KRTAP2-4	0.1005
STAMBPL1	0.0951666666666667
ADCY2	0.457833333333333
UNQ6125	0.1515
KLHL20	-0.589166666666667
SRM	-0.7765
OTC	-0.02325
TMIE	1.089
SNX8	1.024
LIPK	0.696
CHURC1	-1.31408333333333
KLC2	0.184166666666667
HDAC1	-0.4695
FAM128A	-0.213
FNDC3B	-0.6422
MTCP1	-0.295
WFDC10B	-0.0843
PCDHGB3	0.2265
ATRNL1	0.2594
CAV2	-1.742
MED26	0.680833333333333
DUS1L	0.74875
CHRM3	0.07475
NEK9	-0.806
WARS2	1.0015
TBX22	-1.481
TOMM40	-0.63225
RP6-213H19.1	0.629333333333333
TUBGCP5	-1.03475
IGSF6	5.85475
TPPP	0.0893333333333333
UNQ6190	0.583
GSTM5	-0.3055
BTD	-0.612333333333333
PDCD1LG2	0.433333333333333
SNRPB2	-0.602333333333333
ERICH1	0.288125
APOA4	-1.787375
HOXA11	-3.3185
NARG1	0.280125
MKX	-1.24575
RAB28	0.0482857142857143
PKP3	0.88775
SH3GL2	-0.83725
CTSO	2.814
RPN2	0.087375
IL28RA	0.627833333333333
SFMBT1	-1.043
WDR57	-0.258625
FER1L3	-0.282333333333333
HSF5	0.154333333333333
TTC9B	-0.0665
C4BPA	-2.731
ALB	-3.83642857142857
SORBS3	-0.077625
UPF2	0.43
JPH1	-0.09
AGBL2	-1.29975
DOPEY1	0.535
TERF1	-0.229083333333333
KIF22	-0.4335
NINJ1	0.76925
SEC61A2	-0.393166666666667
HIST1H1D	-0.108
SFXN4	0.405625
UCP3	1.1489
ZNF703	0.123166666666667
MYL6B	0.27325
TREM1	2.682
OR52E6	-0.274
CKMT2	1.0035
HLA-C	2.35525
SLC13A3	-0.579833333333333
TIMP4	-1.353
SLIT2	0.7205
RSF1	0.0144444444444445
LONRF1	0.0035
MON1A	-0.812833333333333
CACNG6	-1.52633333333333
DPPA4	-4.80683333333333
ZSWIM3	1.04425
ZNF804A	0.514333333333333
CCIN	0.89225
SLC25A31	0.863333333333333
KCNMB4	0.802
RABL5	0.289625
GALNS	-0.2773
STX6	0.40525
HIST1H1C	-4.00633333333333
CIDEB	0.497125
CASP4	0.406833333333333
PDK3	-0.0081
KCNJ11	0.964
TPR	0.0625
ZSCAN20	0.5735
MTX2	-0.0635
HIST1H2BH	-1.63625
LOC283767	2.69
LYRM7	-1.80411111111111
BRD3	0.264
HIST1H2BO	-1.72025
MAGEB10	0.208
SLC45A1	0.432
SERPINA3	-0.04115
KIAA0143	0.3155
KCNJ16	0.00749999999999999
KRT79	2.127
FABP2	0.11875
NUT	0.51125
ZNF57	-0.5225
FBXL4	0.696625
CLEC9A	1.0165
UGT8	1.60933333333333
BMP2K	-0.32275
MAPK4	-0.60925
SLC25A23	-0.9499
HINT1	-0.6003
KRTAP13-1	0.211
SFXN5	0.0664
CHCHD2	0.2475
FAM3D	1.6175
NDP	-2.893125
RHOBTB1	-0.482833333333333
SLC4A4	-0.8175
RPL38	0.317
HTF9C	-0.687833333333333
AP2A2	0.329
ZBTB46	-0.6855
MAP7D1	0.0705
AOX1	-2.30866666666667
CYR61	-0.206583333333333
DTNA	-0.773214285714286
JRKL	1.144
TMOD3	-0.73425
EEA1	-0.9024
ADCK5	-0.14225
IL1R1	0.776
KLK3	0.590571428571429
HRSP12	0.06025
KTN1	-0.788
LOH11CR2A	0.9161
RELL2	0.0525
MAB21L1	0.62175
C20orf59	-1.20483333333333
PHKB	-0.456
ADAM2	-2.23483333333333
TBC1D8B	0.720666666666667
FAM13A1	0.220375
LAPTM4B	1.25883333333333
LCN8	-0.0695
TMEM147	0.1465
SYT4	0.108
XPO7	-0.033
C9orf62	1.8435
GPR75	0.928
TRIM5	1.3565
APOC1	-0.316333333333333
RNASE4	-2.13816666666667
PARD6B	-1.531125
ARID1A	-0.517833333333333
TPD52L3	0.2419
RRAGB	-0.5805
RCN2	-0.8365
HIST2H2BE	-1.774
STARD7	0.81825
SHMT2	0.029
KIAA1751	-0.309666666666667
MLYCD	0.73025
LOC162632	-1.2078
UQCRH	-0.18025
RP11-217H1.1	1.1489375
SDHA	-0.8175
NCLN	-0.9584
ZNF17	0.507833333333333
RCBTB2	-0.88125
VEGFB	-0.1471
RP4-747L4.3	1.61725
COLQ	0.1105
MPN2	-0.839666666666667
DRG2	-0.44125
KLRB1	5.2285
ALPK2	-2.69525
DNASE2B	0.89025
FLJ23834	-0.215666666666667
AXUD1	0.325333333333333
SAFB	-0.5272
NSUN4	0.7445
RFX2	-0.6565
MAPK8IP1	-1.204
FANCD2	-0.902285714285714
ANKZF1	-0.223333333333333
C19orf50	0.26425
DUSP8	-0.273
SENP5	0.279125
NFKBIL2	-0.38425
LBR	-0.024125
IGFL1	0.671
LZTS2	0.515375
IL2RG	0.658875
CCDC51	-0.52625
KLF3	0.59925
ANKRD37	-0.4265
KCTD14	2.74183333333333
FZR1	-0.543083333333333
SLC44A4	1.4923
ESPL1	-0.244875
GMPR2	-2.5516
TBC1D19	-0.283666666666667
ERGIC1	-0.228703703703704
ERBB4	-1.5209
TSPAN32	1.004
MAP4	-0.553
GPHN	-1.02625
SLC6A2	-0.139
HIVEP1	0.11125
DFFB	-0.0434
EIF4EBP2	1.2615
DMRT1	1.843
HSPB6	-0.626
IER2	-0.593333333333333
AIFM1	-0.43975
WWC2	-0.870333333333333
MRPL4	-0.36675
FLJ21062	-0.974333333333333
EPB41L4A	-0.857583333333333
SH2D6	0.39075
TAF4B	0.756
GAL3ST3	-0.0385
MALT1	-0.5295
RTDR1	0.6565
ARVCF	-0.122
MEX3B	1.42133333333333
FBXO16	0.842
KIF7	-0.3765
C1QC	3.86
ZNF783	0.267166666666667
ZNF85	-0.47775
MMP13	2.18
KIAA0329	-0.257375
RTP3	-0.888
ZBED3	-0.83475
CLGN	-1.5745
SLC25A37	1.608125
hCG_18290	-0.231
OR5AS1	-0.4755
SMARCC2	0.612583333333333
FAM109A	0.702666666666667
CCDC12	-0.64875
USF2	0.1636
DEPDC7	-0.95225
C20orf24	1.08633333333333
JMJD3	-0.0435
DSP	0.202642857142857
SLIC1	1.05625
FAM20A	1.032875
IRF2BP2	-0.29375
ZNF230	-0.7385
MSN	-0.5055
SLC9A5	-1.1305
EPDR1	-0.9859
MUSK	0.213833333333333
ZNF434	-0.7065
SMARCD1	0.184333333333333
ZFP106	-0.8915
