Hybridization REF	TCGA-BH-A0H6-01A-21R-A056-07
TMPRSS3	0.9505
C4orf32	1.77675
LAT	-1.30033333333333
KCNA3	0.4725
SKIV2L2	-1.0455
ROPN1B	-3.9825
tcag7.23	-0.8515
CDT1	-3.70825
ZHX2	1.771875
CD28	-3.31975
ZNF624	1.21225
SEPT2	0.0684166666666667
SOHLH2	-2.26675
MCOLN3	-0.772375
UNQ1945	0.3465
MASP2	-1.0765
ZNRF3	-0.2241
GPATCH3	0.1165
AGL	0.50275
QRICH2	-0.8775
PSD4	1.91066666666667
CCNB1IP1	-2.3185
ENPP7	-0.33
OBFC1	0.079
KCNG3	-3.2945
C14orf79	0.942916666666667
ENPEP	1.64433333333333
SCT	1.8185
SKI	0.92475
SEC61G	-1.43125
CAPN11	0.08375
ATXN7L3	0.048
DBNDD1	0.173
FAIM	-0.36425
ANKRD36	-1.069
GABRP	-0.261333333333333
TACSTD2	2.46816666666667
EIF3J	-0.5175
PPP2R2A	-1.1925
TEKT4	-0.127833333333333
PVALB	-1.56866666666667
F10	-2.9615
FAM134C	1.0539
COMP	4.741875
EFCBP1	-2.60657142857143
SCLT1	-0.749625
TAL1	-1.1749
ACSL1	0.03925
ABCC5	-0.642416666666667
ABL1	-0.432444444444444
RBBP7	0.3855
PTPRG	1.002625
NCOR1	0.475
SPINK4	-1.758
TXNRD1	-1.8809
TNRC15	0.797375
C9orf138	2.021875
UBE2H	0.9145
BRDT	1.40166666666667
C8orf31	0.78375
CCNE2	-0.988818181818182
SLC6A8	-1.516
CALCR	1.37075
PPP1CB	0.668916666666667
ABHD8	-0.1655
ARF5	0.4753
SLC24A4	0.44
CCT3	-0.13975
ZNF121	-0.526375
SLC3A2	-0.0862
OR13A1	0.3985
SLC5A10	0.02475
RAD50	-0.118
IER5	0.849375
MTHFD1L	-1.800125
MBTPS2	-0.20175
MVK	0.088625
NCL	-0.0505
PSMD10	-0.58875
MOBP	0.5785
FLJ32894	-0.353
HRH1	0.1755
C5orf30	3.19175
NUDT16L1	1.728
RASGRP3	3.3785
PRKRIP1	-0.5259
CCDC75	-0.343
LOC253970	0.33975
KIAA1239	0.9635
MED21	-1.1675
SYT11	-0.171333333333333
NTSR2	-0.1195
EGFL11	2.729
CXorf59	1.945
OR2A25	-0.0795
SPTBN2	-1.095
LRMP	-1.8965
RNF111	-0.14275
PTH	1.153
LOC619208	0.701666666666667
KIAA0895	1.2295
RANBP5	-1.212375
P2RY10	-0.838333333333333
NME5	4.15283333333333
DDX21	-0.762
LRSAM1	0.0205
HDAC11	2.16166666666667
VMO1	1.759
NOLA2	-0.287666666666667
ADAR	0.188333333333333
MTO1	-0.959666666666667
SF4	0.227833333333333
P2RX1	-0.3945
HBM	0.1965
EN2	1.732
C14orf172	0.49075
TM9SF2	0.3287
INHBE	-1.63216666666667
TCTE3	-0.0415833333333334
TOX2	-3.38725
CTAGE3	-0.21475
HBB	4.3635
MED15	-0.610166666666667
CASR	-0.05375
C6orf66	-1.38366666666667
MTPN	-0.490125
UNC50	-0.10675
C21orf33	0.1775
IRF2	0.69875
PGR	4.5855
GPR84	2.45275
CROCCL1	-1.6275
SRPX	-0.85425
BRE	0.490666666666667
FGF10	1.73875
SDC3	0.658
ZRSR1	0.828333333333333
DKFZP434P211	-0.095125
SOX6	-0.74
RPUSD2	0.24925
C14orf173	-0.214916666666667
MAPK11	0.108166666666667
TBC1D22A	0.3935
FAM123A	0.156
COL4A6	-2.27833333333333
TOMM70A	-0.15275
NAB1	-0.56425
MGC16385	-0.64175
TSPAN18	0.241833333333333
MED31	-0.43225
PLG	-0.38275
CAPSL	2.549
ZNF532	1.178
ASB14	0.0765
CA8	0.273
NUDT16P	2.7545
SLFN11	-0.913
LRRIQ2	-0.840375
NOL7	-0.1295
BRMS1L	-1.235625
JARID1A	0.105166666666667
PANK2	-0.5295
ICAM3	-0.65675
MDS1	-0.2105
TAF8	-0.92925
RNF139	2.129
ZNF594	0.0301666666666667
ADAM8	0.513
SFTPC	-0.06975
MAN2B2	1.47
RGS12	0.6500625
EIF1AY	-4.68766666666667
LRRIQ1	-2.30433333333333
GPR150	1.42075
CCDC21	-1.53216666666667
PRRG3	0.40775
SAA4	-3.61075
RAPGEF5	1.542875
ZCCHC2	0.83725
MGC39372	0.304
PPP4R2	0.173166666666667
CDCA2	-3.19416666666667
OR4D5	0.445333333333333
PTGFRN	0.3387
SIGLEC5	1.27666666666667
C19orf61	0.197833333333333
NMUR2	0.257
KIAA1586	-1.56
DAGLA	1.10516666666667
CHCHD6	-0.21025
GPR32	1.078
NEUROD6	0.321
SLC2A4RG	0.207375
CA5B	0.97
FBXL3	2.208
MPHOSPH9	-2.3215
HMG2L1	0.33125
HCN4	0.869166666666667
CEACAM19	-0.32175
SH2D4B	-0.280666666666667
HFE2	-1.8475
TGM4	1.9798
LYPD2	0.2705
TBC1D15	0.407
MRPS21	-0.1692
NONO	-0.6887
CLEC5A	2.445875
ITCH	0.0402
MGAT3	-0.937
MBP	-0.1955
RPP25	0.137
SOSTDC1	-2.11175
HRC	-1.54025
TRIM48	0.3695
TMEM133	1.75225
ECEL1P2	-1.6435
HOXC11	-3.6515
DOK5	-0.12625
HELZ	0.260166666666667
LOC348180	-1.152
MGC33894	-0.179
ADRB3	-0.0205
DMD	-0.0438333333333333
PTRH2	-0.579
MPEG1	2.78183333333333
NDUFA12	-0.272166666666667
KRTAP2-4	0.347166666666667
STAMBPL1	-2.33983333333333
ADCY2	2.36983333333333
UNQ6125	-0.481
KLHL20	-0.5055
SRM	-1.52125
OTC	0.11
TMIE	-0.476833333333333
SNX8	0.1235
LIPK	0.309
CHURC1	-0.622
KLC2	0.339166666666667
HDAC1	-0.357333333333333
FAM128A	-0.00316666666666668
FNDC3B	-0.3742
MTCP1	-0.723166666666667
WFDC10B	-1.2366
PCDHGB3	-0.361
ATRNL1	-3.0526
CAV2	-0.691125
MED26	0.504333333333333
DUS1L	0.199
CHRM3	-1.894875
NEK9	0.583
WARS2	-0.89925
TBX22	-0.762
TOMM40	-0.79175
RP6-213H19.1	-1.41466666666667
TUBGCP5	-1.005
IGSF6	4.92075
TPPP	1.2885
UNQ6190	0.1605
GSTM5	3.23275
BTD	1.69283333333333
PDCD1LG2	-0.125166666666667
SNRPB2	-0.0948333333333333
ERICH1	-1.17975
APOA4	-1.84075
HOXA11	-1.37725
NARG1	-0.484125
MKX	5.529
RAB28	-0.359571428571429
PKP3	1.6785
SH3GL2	-2.8775
CTSO	3.715
RPN2	0.029625
IL28RA	-0.719333333333333
SFMBT1	0.38025
WDR57	-0.23475
FER1L3	1.38608333333333
HSF5	0.3568
TTC9B	0.5585
C4BPA	-3.48316666666667
ALB	-4.70007692307692
SORBS3	0.218625
UPF2	-0.3315
JPH1	1.952
AGBL2	0.82725
DOPEY1	1.7025
TERF1	0.500916666666667
KIF22	0.349166666666667
NINJ1	1.648
SEC61A2	-0.873666666666667
HIST1H1D	-0.585
SFXN4	-0.006875
UCP3	0.5385
ZNF703	2.20166666666667
MYL6B	-0.82125
TREM1	2.3005
OR52E6	0.6265
CKMT2	0.621
HLA-C	1.3795
SLC13A3	-0.882166666666667
TIMP4	-0.17825
SLIT2	2.294
RSF1	-0.285666666666667
LONRF1	-0.863714285714286
MON1A	-0.259166666666667
CACNG6	2.77716666666667
DPPA4	-5.183
ZSWIM3	0.095
ZNF804A	-0.207
CCIN	1.924
SLC25A31	1.14333333333333
KCNMB4	0.70425
RABL5	0.037375
GALNS	-0.6841
STX6	-0.00975000000000001
HIST1H1C	-3.20816666666667
CIDEB	0.4075
CASP4	-0.155333333333333
PDK3	-0.3847
KCNJ11	2.4495
TPR	-0.387375
ZSCAN20	-0.474
MTX2	-0.274
HIST1H2BH	-1.5385
LOC283767	1.259
LYRM7	-1.45752941176471
BRD3	0.942833333333333
HIST1H2BO	-1.6325
MAGEB10	0.6115
SLC45A1	0.78775
SERPINA3	0.76755
KIAA0143	2.02375
KCNJ16	-0.276666666666667
KRT79	1.45675
FABP2	-1.453
NUT	-2.21875
ZNF57	-0.21825
FBXL4	0.135625
CLEC9A	0.379
UGT8	-1.46983333333333
BMP2K	0.03125
MAPK4	-4.01675
SLC25A23	-0.3575
HINT1	-0.4988
KRTAP13-1	-0.0035
SFXN5	-0.4784
CHCHD2	0.266666666666667
FAM3D	0.1795
NDP	-0.519125
RHOBTB1	0.259833333333333
SLC4A4	-2.461125
RPL38	-0.60875
HTF9C	-0.122166666666667
AP2A2	0.588
ZBTB46	-0.629
MAP7D1	0.987
AOX1	-2.1275
CYR61	1.43741666666667
DTNA	0.112
JRKL	-0.94725
TMOD3	-0.1295
EEA1	0.0382
ADCK5	1.3925
IL1R1	2.78333333333333
KLK3	0.672642857142857
HRSP12	-0.051
KTN1	0.93275
LOH11CR2A	1.0038
RELL2	-0.681
MAB21L1	0.22525
C20orf59	-1.599
PHKB	0.5165
ADAM2	-1.9292
TBC1D8B	0.7605
FAM13A1	-1.54825
LAPTM4B	-1.26491666666667
LCN8	-0.372
TMEM147	0.3875
SYT4	0.797833333333333
XPO7	-1.288
C9orf62	1.782
GPR75	-0.0925
TRIM5	0.4065
APOC1	-1.46716666666667
RNASE4	-0.0868333333333333
PARD6B	-1.4225
ARID1A	0.383666666666667
TPD52L3	-0.0250000000000001
RRAGB	1.05516666666667
RCN2	-1.33133333333333
HIST2H2BE	0.0775625
STARD7	0.062
SHMT2	-1.0565
KIAA1751	0.208666666666667
MLYCD	-0.31925
LOC162632	-0.4935
UQCRH	-2.13225
RP11-217H1.1	0.4473125
SDHA	0.333833333333333
NCLN	-0.5549
ZNF17	0.163166666666667
RCBTB2	-1.7385
VEGFB	-0.2844
RP4-747L4.3	-0.44325
COLQ	1.4647
MPN2	-0.730833333333333
DRG2	0.11925
KLRB1	3.0985
ALPK2	-0.687
DNASE2B	2.4065
FLJ23834	-0.464166666666667
AXUD1	1.09533333333333
SAFB	0.0473
NSUN4	-0.3025
RFX2	1.54833333333333
MAPK8IP1	-0.969
FANCD2	-0.581785714285714
ANKZF1	-1.75266666666667
C19orf50	-0.522125
DUSP8	0.525625
SENP5	-0.3
NFKBIL2	-0.3095
LBR	-1.9105
IGFL1	2.0745
LZTS2	0.76875
IL2RG	-1.676
CCDC51	0.5115
KLF3	0.168875
ANKRD37	-1.26425
KCTD14	0.184666666666667
FZR1	0.12325
SLC44A4	3.6485
ESPL1	-1.466125
GMPR2	-0.5816
TBC1D19	-0.789833333333333
ERGIC1	-0.0484074074074074
ERBB4	3.3262
TSPAN32	-0.150416666666667
MAP4	0.132125
GPHN	-0.04725
SLC6A2	-0.49025
HIVEP1	0.41575
DFFB	-1.1148
EIF4EBP2	0.176125
DMRT1	-0.3465
HSPB6	-0.1685
IER2	0.207833333333333
AIFM1	0.43475
WWC2	0.484636363636364
MRPL4	-0.98475
FLJ21062	0.983
EPB41L4A	0.80075
SH2D6	-0.3615
TAF4B	-1.6275
GAL3ST3	-0.063
MALT1	-0.253666666666667
RTDR1	-0.474
ARVCF	1.224
MEX3B	-1.19483333333333
FBXO16	0.53525
KIF7	0.2915
C1QC	4.018
ZNF783	0.0478333333333333
ZNF85	-0.562
MMP13	5.5695
KIAA0329	0.71875
RTP3	-0.4705
ZBED3	-0.079
CLGN	-1.681
SLC25A37	-2.28617391304348
hCG_18290	-0.62
OR5AS1	-0.4245
SMARCC2	0.751833333333333
FAM109A	0.557833333333333
CCDC12	0.07225
USF2	0.6814
DEPDC7	-1.799
C20orf24	-1.19733333333333
JMJD3	0.7435
DSP	1.72514285714286
SLIC1	0.06525
FAM20A	1.27225
IRF2BP2	1.000375
