Hybridization REF	TCGA-BH-A0H0-01A-11R-A056-07
ABCD4	-0.3695
DIMT1L	-0.479
TEK	1.28375
SLC25A46	-0.70025
LARP7	-1.4861
CD160	0.216833333333333
MT1JP	-1.75
PHF20	0.3273125
CPNE4	1.75625
GTPBP1	-0.326142857142857
RAB33B	1.22333333333333
ALDOC	-3.088
ZNF212	0.0815
NUDT1	-0.6445
RFPL2	-0.76175
ZNF83	0.573833333333333
GDPD5	-1.915
PDCD4	0.31565
CEP350	1.1125
OR10A2	0.2325
CST7	-0.00525
CIAO1	-0.884
SELL	0.68375
OR8J3	-0.214
LTBP4	0.102666666666667
SIRT6	-0.4865
CCL19	3.815
PPIL1	0.00283333333333334
GBP7	1.81583333333333
STK17A	-2.4164
ABR	-0.709
OR9G1	0.2625
FOXE1	-0.788875
CNGA3	2.4475
GML	-0.1435
CD38	-2.3215
ZDHHC6	0.2505
NEFH	-3.1355
CTDSP2	0.761583333333333
PGBD5	-1.2345
CCNY	0.595214285714286
RMND5B	0.864333333333333
ZNF257	-2.0125
FLJ22167	-1.59675
EXOSC7	-0.493666666666667
ROR2	-0.602
MAOA	1.45425
TNNT3	0.811
GYPC	-1.2435
C7orf33	0.699
PLIN	4.27166666666667
LOC90826	-0.3405
RNF4	0.1488
F8A1	0.322166666666667
PLEKHG4	-1.0055
GRB2	0.9149
HIST1H2AD	1.972
DUS3L	-0.887
EIF1	-0.6875
RP5-1077B9.4	-0.3345
FPGT	1.68275
GDF10	0.662666666666667
COQ9	-0.6515
GCC2	-0.123571428571429
RARRES3	2.215
PLXNA1	-0.825
KIAA0100	-0.644
PMF1	0.87175
FNDC1	3.88675
HS2ST1	-0.774666666666667
CRELD2	1.2955
C8G	-1.8025
CD82	-0.1895
LIM2	-1.485
UNQ6490	0.05
MMP16	1.49525
DRD3	-0.06475
C5orf26	-0.9775
C11orf73	-1.505375
PTP4A2	0.76525
OR4M2	0.106
HPCA	-1.43783333333333
SEC14L1	-0.6835
CHFR	-0.337875
EMILIN1	0.59375
NDUFS4	-0.3535
COL18A1	-1.335125
PDZD3	-0.1444
C9orf16	-0.0661666666666667
ERBB2IP	0.749166666666667
EMX2	1.0795
FUS	-0.38425
TF	-3.89044444444444
CLCN4	-1.03383333333333
CXorf56	0.40225
C11orf72	0.48775
ELAC2	-0.655166666666667
NPR1	-0.329
ASS1	-2.92683333333333
USP42	0.10525
POLR2J	-0.753
SEC23IP	1.12516666666667
UQCRC1	0.382
LOC729603	-0.1505
C1orf71	0.515625
POLG	-1.852
ADAM23	-3.84675
TFR2	-1.597
RICTOR	-0.4783
MGC39606	0.703
C19orf55	0.361875
SNAPC1	-2.159
GNA11	0.559125
CCDC52	-0.774833333333333
FSIP1	5.0145
UPF3A	-0.161125
IGSF11	-3.00266666666667
LAGE3	-0.107
CHST6	-3.934
UNC13B	0.395
TTLL4	-0.94975
ZNF687	0.689875
SDC2	-1.7993
COX7A2	-0.6455
LAMB4	0.161
FAM24A	0.0225
LRRTM3	-0.5438
GPHB5	0.113
OR4C13	1.174
EIF3EIP	-0.0759285714285714
HABP4	-1.975
TMEM125	3.723
CNTN2	-0.171142857142857
ASNSD1	-0.34075
FUT4	-0.881125
ACF	-4.30925
LOC158381	-0.1385
CDH8	-0.387666666666667
AGPS	-2.10716666666667
C4orf18	3.390875
PECI	0.0993333333333333
UNG	1.060875
GSTP1	-3.1045
DCUN1D5	-2.24783333333333
DKFZP564J0863	-1.46725
SLC9A3R1	0.629875
BCDO2	-1.303875
CHMP7	-0.78325
REM2	0.6555
DNHD1	-0.00587499999999997
FKBP4	0.3915
ZNF350	2.08725
MGC11102	-0.46475
BST1	-0.12425
KISS1R	0.869
NCR2	0.6895
DEFB125	1.457
UBE2W	1.178875
KRT15	-0.72425
C10orf99	0.119
SCN11A	-0.287875
GFI1	-2.2825
RDHE2	-0.9865
FHL1	-0.297333333333333
OSGEP	-0.0401666666666667
GATA1	-3.2945
SMC6	-0.577
TTTY14	-1.303
LPIN3	-0.10925
RPL4	-1.41
RBPMS	0.5111
PRPF3	0.208666666666667
EMR1	-2.9635
SPATA19	-0.022
XCR1	0.6125
IRX3	2.371
RBM6	-0.2075
KLF4	0.6508
UNC5CL	-2.429
SEBOX	-0.3935
BTK	-0.5775
KRCC1	1.24475
C6orf27	0.4315
SYTL5	-0.4265
PRND	2.131625
LOC653319	-1.8835
PIGL	-1.0075
HUS1	-0.872666666666667
SFRS6	0.289
C17orf77	-0.22
UIMC1	-0.429333333333333
FXYD2	-1.8027
LOC283152	0.3655
ZNF667	1.8595
ZCCHC12	-0.7815
TFEC	1.796
ATP7B	-2.52
POLD2	-0.900666666666667
RG9MTD1	-0.05275
ACOT2	0.793166666666667
HIST1H4I	-0.822625
PPARGC1A	-2.8074
ETFA	-2.6542
POLRMT	-0.48125
ZNF146	1.06025
MIA2	-1.7355
KLHL6	-1.40983333333333
HOXB5	-1.805125
NENF	0.687
CUGBP1	-0.18225
PRSS22	1.3345
CASC4	1.1785
CUL4B	-0.4823
CENPJ	-1.2371
PITX1	-2.27933333333333
FLJ31033	1.61666666666667
CELSR3	-1.09533333333333
ZNF568	1.72975
ITSN1	-0.268181818181818
EHBP1L1	-1.13483333333333
C19orf2	-0.1815
DCTN1	0.34825
LIN28B	-2.859
TNKS2	-1.8095
C1QBP	-1.046
CADPS2	3.13475
SRMS	1.011
GJA9	-0.255666666666667
MGC24975	-1.05016666666667
TRIM45	1.14366666666667
TSP50	0.665
TCP1	-2.048
TMED7	0.2837
CMA1	1.472
CENPL	0.846
PTCRA	-0.2455
FST	-4.8735
VWCE	-4.67075
PAWR	-0.54575
ABCC12	0.208666666666667
LDLR	-3.6102
ASTN2	1.8453
LOC441212	-1.058625
GPATCH8	-0.1835
TANC2	-0.3595
KIF4A	-1.087
C18orf18	-0.9915
PGM1	-1.03175
KIAA0258	0.34075
CPD	0.440875
SNCAIP	-1.5025
DCT	-4.37016666666667
HLA-DOA	2.40045454545455
OR11L1	0.5825
UPK1B	-0.5262
DNAJB4	-0.663375
UGT1A8	-0.1225
HIST1H4L	-1.072
PECR	-1.247
HSPA2	2.717
WFIKKN1	-1.425
SERP1	0.355
SYDE2	3.134
TACR2	0.5785
NUP85	-0.096
CD177	-0.429166666666667
LGR5	-2.07016666666667
PIGG	0.673666666666667
PTHR1	-2.40583333333333
RAB5A	0.4837
FLJ13224	-0.3945
USP9Y	-1.3165
C7orf53	-0.7725
LRP1B	-1.06825
XAF1	0.3976
ABCG8	-0.101
ANKDD1A	-0.493666666666667
DAND5	-0.4595
SPAG6	-0.024
LINCR	-0.04725
ZDHHC22	-1.930125
CCDC60	-0.114
THOC7	-1.19516666666667
TCTA	1.5797
OR8K3	0.0175
NY-REN-7	-0.31975
B2M	0.831833333333333
C6orf141	-3.140125
LPPR4	1.571
SQLE	0.32575
SEPHS1	-0.46775
BTBD14B	0.328857142857143
PLRG1	-0.79875
SPG7	-0.400875
ZNF614	0.228166666666667
PARD6G	0.644666666666667
INPP5B	-1.0598
GRPEL2	-0.43725
PPID	-0.1988
TRIM56	-0.259
UBE2J1	-1.35
IL20RA	6.08625
LOC387856	-0.0805
C1orf107	1.43216666666667
UTS2R	0.52125
C19orf22	-0.23425
SAFB2	-0.264125
KIAA0652	0.638625
KLRG1	-0.648166666666667
MS4A8B	0.661666666666667
FRAG1	1.34675
KIAA1546	-0.99125
E2F4	-1.1562
CLEC4M	0.415333333333333
BTBD14A	-1.91825
KIAA0999	1.1815
GYPA	-3.9685
TAC1	0.5976
TRAIP	-0.2105
KIAA0232	1.2738
ERCC8	-0.665375
GPX4	0.4415
KIAA0368	0.500125
GPR157	-0.566333333333333
CTAGE4	1.2725
C9orf30	-1.37316666666667
OR52A1	0.26
HSP90B3P	-0.266
ALG9	-0.9327
BTBD10	1.08175
SDK2	-0.32125
BAIAP3	0.39625
RABGGTB	-1.274625
ANKRD40	0.664833333333333
KRT74	0.61
CALCOCO2	-0.0115
SNCA	-3.8095
TMSL8	-6.244625
C2orf53	0.225
ESRRB	-0.5565
ARHGAP26	-2.006625
TDRD9	-3.20325
HRAS	0.103666666666667
KLRC4	-2.6055
JAGN1	0.4915
BSDC1	0.85975
RNF43	0.4089
NDUFAF1	0.5455
PHF12	0.37475
OR1L3	0.19
FOLR2	2.42558333333333
LYZL6	0.4698
tcag7.1260	-2.449
WSB1	-2.53016666666667
PROS1	-1.8943
OSTN	0.208
PSMB8	-0.8235
SOCS4	-0.138625
DDIT4L	0.97725
MAS1	0.825
MGC34796	1.80325
CSHL1	-0.1345
TBCCD1	0.478833333333333
ZBTB7C	0.1935
AP2S1	-0.375875
P15RS	0.0094
VAT1	0.1712
SHANK3	1.05583333333333
TUFM	0.124
THEG	0.3425
KRT34	-2.04775
SGSM3	0.186375
TOMM22	0.308875
SOCS3	1.54966666666667
CPO	0.024
POP4	1.09225
BHLHB3	-0.5895
MALL	0.63675
OR1B1	0.468
PARK2	0.0146666666666667
GPR124	-0.25225
LCE1E	-0.684
RUVBL2	0.50925
CGRRF1	0.3377
ACPL2	0.57225
WNT10B	-2.903875
BAIAP2L2	-2.248125
ISCA1	0.9845
C1orf125	0.4925
RPAP1	-0.38325
RAI16	0.0826666666666667
RPL27	-0.437375
NLRP9	0.189
EPN1	0.6835
LOC388610	-3.70075
SLC35A1	0.5367
GAL	-4.53725
SLC14A2	0.39625
RDH11	-0.745833333333333
FAM138F	-0.79
AUH	0.3145
FLJ40243	0.44175
C14orf129	0.275
MBD2	-0.453166666666667
ABHD14B	1.030125
PIGT	1.357625
ALS2CR4	0.110875
ALAS1	0.2403
FOXO1	-0.698333333333333
CRLF3	-1.22425
C20orf107	-0.757
FARS2	0.9405
CCDC28A	0.52075
NPHP3	-1.45875
OR13F1	0.6385
TSEN54	0.16075
DEFB106B	0.0298999999999999
OR8B4	0.5
STH	-1.58875
ZC3H14	-0.270875
CBX2	0.398
TMEM49	-1.27775
C6orf21	0.22
FLJ20920	1.272
CRTAP	-0.846285714285714
DDX50	-0.3165
STYXL1	0.3045
BLVRB	1.69633333333333
LOC147650	-0.2
MMP24	0.141
GRID1	0.496666666666667
BANF1	-0.882833333333333
CTAGEP	0.47925
HMBS	-2.32175
SLC25A24	0.409166666666667
C14orf50	0.03475
MRO	0.522166666666667
SLC25A15	-0.60075
FAM84B	2.6846
TDP1	-0.4015
C16orf78	0.295333333333333
C11orf57	-0.675375
RFK	-0.880875
ZFYVE9	-0.155
STCH	-0.8581
WIBG	0.81575
LOC283871	0.257166666666667
GBA2	0.2058
NDUFB3	0.048
HSD17B13	-0.1265
GRIN3A	0.954333333333333
FMNL1	-0.783833333333333
SEPT7	-0.5689
GNLY	2.0325
GRAMD1C	1.062
ZNF165	1.36125
USP38	0.5895
FAM83A	-3.7945
C14orf24	0.601166666666667
ARMCX3	1.231
ARHGDIB	-0.889666666666666
AK1	-0.17325
KIAA1045	0.1005
DNAJB13	-0.307333333333333
NEU2	0.21
HIST1H4B	-1.36783333333333
FAM20B	0.4784
HES2	-0.900785714285714
FAM73B	0.2447
LOC388381	0.46825
INTS7	0.211545454545455
AMPH	-0.43975
ZNF775	-0.39175
UCKL1	-0.100666666666667
C10orf97	-0.577
C1orf161	-0.27425
ALDH1L1	-0.425
FLJ39378	-0.047125
SLC23A1	-0.3795
RBM4B	-0.06425
THAP4	0.492666666666667
OGFRL1	-0.0155
KIAA0831	0.581125
PPP1R15A	-0.2195
C1orf96	-0.165285714285714
C12orf11	-2.178
BMF	0.27425
MAN1A1	-1.964
KIAA1600	0.3455
NLGN4X	-1.30275
ALOX12	-1.70966666666667
RB1CC1	0.9679
NEIL2	-0.5169
EIF4E	0.278
ABHD5	-0.29275
EXOC4	0.309833333333333
CIP29	-0.644
BATF2	-0.51025
SLC29A4	-0.919125
HTR4	0.429
EMB	-0.83175
TRAF6	0.81075
LMNB1	-0.607
FAM19A5	-2.277125
SHE	1.70225
PIK3C2B	1.169
C15orf15	-1.2402
USP15	0.1005
TCEAL2	0.08675
C5orf39	-1.833
PTGER2	-2.42325
SLC31A1	-0.6781875
IFT172	0.20875
ADAM29	0.29675
GFOD1	1.762
ST7L	1.61133333333333
C15orf26	-3.17725
PKN3	-1.22175
CNTD1	3.066
COMMD1	0.232125
NTRK2	2.55441666666667
FOXN3	1.008
MFGE8	-1.9173
PFKFB2	0.5055
TAS2R4	-0.6055
ENTHD1	0.261166666666667
PRMT5	-0.4595
MGC16384	-0.551
LOC442229	-0.388
TSKU	-0.197
KRTCAP3	2.160125
PDLIM1	-0.6038
KCNS2	-0.14375
RNF126	-1.00516666666667
CEP63	-0.284375
CLIC4	-2.86375
hCG_1990170	-1.08425
ACR	0.2047
KLK7	-0.883
ALOX5AP	2.08825
RIPK3	4.2845
TAS2R9	0.179
C19orf18	2.61
BIRC6	0.220714285714286
ZNF16	2.309
RFT1	-0.05925
SLC8A2	1.7965
TACC1	-0.35275
ITGAD	0.82375
SAMHD1	0.074
SH3PXD2B	0.1857
EPC2	0.77225
C20orf85	0.4955
ATP13A2	0.717833333333333
KRT4	0.27825
CAPNS1	1.245
MDM2	-0.192333333333333
PCDH20	0.438
KCNK9	0.2855
OR2C1	-0.2335
KLHDC3	-0.434
IPPK	0.636
EFHD2	-0.3945
GALR3	0.5885
NBEA	1.36733333333333
ABCA6	1.9013
CLDN3	1.877
AKT2	1.08478571428571
EGFR	-2.9953
RBM16	-0.03375
ZDHHC3	-0.1062
SLC25A4	-0.8425
CYB5B	-1.15466666666667
CPXM1	-1.59875
NDRG1	0.153230769230769
FLJ43826	0.477
OR5L2	0.777
FARP2	0.103
MRPL46	-1.07975
LDHAL6B	0.2634
MAPKAPK3	-0.159666666666667
NCAM2	1.09525
PRKD2	0.525333333333333
ZFP36L1	1.0211
CYSLTR1	-0.971
OR4C3	-0.07475
HIST1H2AJ	2.375
CCNB2	-2.39
ZNF10	0.488625
TMEM175	0.338
FAM134A	1.822
TIGD4	-0.195
PCNP	-0.27825
MGC39715	1.428
LQK1	-0.16175
CREB1	0.3054
TMPRSS3	-3.76825
C4orf32	1.843875
LAT	-1.59916666666667
KCNA3	-0.454
SKIV2L2	-0.6385
ROPN1B	-0.633
tcag7.23	-0.179
CDT1	-2.5095
ZHX2	2.047375
CD28	-2.514
ZNF624	0.30625
SEPT2	-0.13475
SOHLH2	-2.5715
MCOLN3	-0.794125
UNQ1945	0.3175
MASP2	-1.0295
ZNRF3	0.866
GPATCH3	0.2005
AGL	0.05925
QRICH2	-0.149
PSD4	1.579
CCNB1IP1	-2.57225
ENPP7	-0.04325
OBFC1	-0.07375
KCNG3	-1.055
C14orf79	1.03058333333333
ENPEP	0.713
SCT	0.3185
SKI	0.764
SEC61G	-1.476
CAPN11	0.0195
ATXN7L3	0.3905
DBNDD1	-0.324833333333333
FAIM	-0.088
ANKRD36	0.3125
GABRP	-0.5545
TACSTD2	2.21383333333333
EIF3J	-0.52225
PPP2R2A	-1.07725
TEKT4	-0.4885
PVALB	-3.92466666666667
F10	-2.915
FAM134C	1.339
COMP	3.69275
EFCBP1	-2.942375
SCLT1	0.0235
TAL1	-1.032
ACSL1	0.28475
ABCC5	0.826833333333333
ABL1	-0.599888888888889
RBBP7	0.484083333333333
PTPRG	-1.574375
NCOR1	-0.0944
SPINK4	-2.00933333333333
TXNRD1	-1.2243
TNRC15	0.885125
C9orf138	0.218625
UBE2H	0.1035
BRDT	3.68466666666667
C8orf31	-0.17575
CCNE2	0.0748181818181818
SLC6A8	-0.9455
CALCR	-3.7375
PPP1CB	0.678666666666667
ABHD8	-0.12075
ARF5	0.2572
SLC24A4	0.30975
CCT3	0.5965
ZNF121	0.1195
SLC3A2	-0.8384
OR13A1	0.583
SLC5A10	0.7885
RAD50	0.121875
IER5	0.386875
MTHFD1L	-2.881125
MBTPS2	0.285
MVK	-0.2865
NCL	0.1511
PSMD10	-0.2725
MOBP	-0.103125
FLJ32894	0.012
HRH1	-1.89083333333333
C5orf30	1.33825
NUDT16L1	1.1555
RASGRP3	2.974
PRKRIP1	-0.3167
CCDC75	-0.2605
LOC253970	0.304
KIAA1239	0.25075
MED21	-0.6945
SYT11	-0.5555
NTSR2	0.6165
EGFL11	0.3895
CXorf59	1.4455
OR2A25	0.05025
SPTBN2	0.1565
LRMP	-1.5672
RNF111	-0.39125
PTH	0.3815
LOC619208	-0.279
KIAA0895	1.24025
RANBP5	-1.68275
P2RY10	0.255166666666667
NME5	2.48633333333333
DDX21	-0.3555
LRSAM1	0.2885
HDAC11	1.40066666666667
VMO1	1.601
NOLA2	0.604
ADAR	1.16891666666667
MTO1	-1.635
SF4	-0.336333333333333
P2RX1	0.3705
HBM	0.44125
EN2	1.218
C14orf172	0.6065
TM9SF2	0.141
INHBE	-2.2345
TCTE3	-0.450833333333333
TOX2	-3.54175
CTAGE3	0.19325
HBB	3.2645
MED15	-0.8055
CASR	-0.00125
C6orf66	-1.50783333333333
MTPN	-0.6345
UNC50	0.52825
C21orf33	0.621
IRF2	0.686875
PGR	-1.98716666666667
GPR84	1.47
CROCCL1	-1.733
SRPX	-3.2265
BRE	0.331166666666667
FGF10	1.1335
SDC3	-0.402833333333333
ZRSR1	0.527666666666667
DKFZP434P211	-0.32875
SOX6	0.308
RPUSD2	0.04425
C14orf173	-0.149
MAPK11	0.174666666666667
TBC1D22A	0.461
FAM123A	-0.636
COL4A6	-3.7525
TOMM70A	0.305
NAB1	-2.298875
MGC16385	-0.102625
TSPAN18	-0.766
MED31	-0.8755
PLG	-0.43125
CAPSL	-0.074
ZNF532	-0.1438
ASB14	0.381
CA8	2.8145
NUDT16P	1.55483333333333
SLFN11	-2.073
LRRIQ2	0.020125
NOL7	-0.135166666666667
BRMS1L	-1.01025
JARID1A	0.106
PANK2	-0.3545
ICAM3	-0.3815
MDS1	-0.588
TAF8	-1.13525
RNF139	1.27975
ZNF594	-0.472333333333333
ADAM8	-0.571625
SFTPC	0.1645
MAN2B2	1.37925
RGS12	0.5746875
EIF1AY	-4.66275
LRRIQ1	-0.925333333333333
GPR150	0.798
CCDC21	-0.244166666666667
PRRG3	-0.06825
SAA4	-3.79575
RAPGEF5	0.62075
ZCCHC2	0.517666666666667
MGC39372	-0.2285
PPP4R2	0.228333333333333
CDCA2	-1.57666666666667
OR4D5	1.0515
PTGFRN	-0.014
SIGLEC5	0.0678333333333333
C19orf61	0.56
NMUR2	0.499
KIAA1586	-0.899
DAGLA	-1.142
CHCHD6	-0.405
GPR32	0.471
NEUROD6	0.328166666666667
SLC2A4RG	0.48025
CA5B	0.19625
FBXL3	0.14025
MPHOSPH9	-1.36775
HMG2L1	0.95675
HCN4	0.400333333333333
CEACAM19	0.01825
SH2D4B	0.8486
HFE2	-1.107
TGM4	-0.2986
LYPD2	-0.27375
TBC1D15	-0.0125
MRPS21	0.6988
NONO	-0.6773
CLEC5A	0.0083750000000001
ITCH	0.2904
MGAT3	-1.22316666666667
MBP	-0.5735
RPP25	0.855
SOSTDC1	-2.22925
HRC	-0.9345
TRIM48	-2.0075
TMEM133	0.863
ECEL1P2	-1.13466666666667
HOXC11	-1.4495
DOK5	-2.53
HELZ	0.358166666666667
LOC348180	-1.02875
MGC33894	0.01075
ADRB3	0.397
DMD	-0.417166666666667
PTRH2	-0.40175
MPEG1	3.42066666666667
NDUFA12	-0.0251666666666667
KRTAP2-4	0.0425
STAMBPL1	-1.10583333333333
ADCY2	-1.3128
UNQ6125	0.1105
KLHL20	1.156
SRM	-1.53875
OTC	-0.4925
TMIE	-0.272333333333333
SNX8	0.1945
LIPK	0.654
CHURC1	0.62675
KLC2	0.221833333333333
HDAC1	0.529
FAM128A	0.974166666666667
FNDC3B	-1.1349
MTCP1	-0.588166666666667
WFDC10B	0.1121
PCDHGB3	-0.377
ATRNL1	1.3457
CAV2	-1.151
MED26	-0.15
DUS1L	0.37275
CHRM3	-1.25675
NEK9	1.20075
WARS2	0.60925
TBX22	-0.486
TOMM40	-1.39975
RP6-213H19.1	-1.30316666666667
TUBGCP5	0.407
IGSF6	4.8935
TPPP	2.203
UNQ6190	0.0065
GSTM5	0.31
BTD	1.22883333333333
PDCD1LG2	-0.302
SNRPB2	-0.276
ERICH1	-1.25375
APOA4	-1.633375
HOXA11	-2.80366666666667
NARG1	-0.117875
MKX	-0.5655
RAB28	-0.0920714285714286
PKP3	1.175
SH3GL2	-3.02125
CTSO	2.77875
RPN2	0.4016875
IL28RA	-0.168
SFMBT1	0.48
WDR57	-0.04925
FER1L3	1.64375
HSF5	-0.235666666666667
TTC9B	1.41975
C4BPA	-3.81483333333333
ALB	-3.80330769230769
SORBS3	-0.84
UPF2	0.5095
JPH1	-0.435
AGBL2	0.862
DOPEY1	0.581
TERF1	0.266166666666667
KIF22	-0.0206666666666667
NINJ1	1.484
SEC61A2	-0.589416666666667
HIST1H1D	-1.158
SFXN4	0.243
UCP3	0.1939
ZNF703	1.30833333333333
MYL6B	-1.29525
TREM1	-0.4015
OR52E6	1.179
CKMT2	0.76525
HLA-C	0.780625
SLC13A3	-2.61766666666667
TIMP4	0.5635
SLIT2	1.521
RSF1	-0.654555555555556
LONRF1	-1.62835714285714
MON1A	-0.1235
CACNG6	-1.7915
DPPA4	-5.293
ZSWIM3	0.3455
ZNF804A	-0.567166666666667
CCIN	0.09175
SLC25A31	-0.752
KCNMB4	-2.647
RABL5	0.145375
GALNS	-0.2604
STX6	0.82825
HIST1H1C	0.905666666666667
CIDEB	0.5045
CASP4	-1.22016666666667
PDK3	-0.1825
KCNJ11	2.091
TPR	0.68525
ZSCAN20	-0.505
MTX2	0.06275
HIST1H2BH	0.97875
LOC283767	-0.115
LYRM7	-0.986333333333333
BRD3	0.696
HIST1H2BO	0.6105
MAGEB10	-1.0715
SLC45A1	0.8065
SERPINA3	2.50715
KIAA0143	1.16375
KCNJ16	-0.407666666666667
KRT79	0.0195
FABP2	-0.74325
NUT	-0.39525
ZNF57	-0.85525
FBXL4	0.606
CLEC9A	1.4255
UGT8	-2.05333333333333
BMP2K	1.66325
MAPK4	-3.76825
SLC25A23	-1.0831
HINT1	0.383
KRTAP13-1	0.793
SFXN5	-0.0498
CHCHD2	0.705666666666667
FAM3D	-0.112
NDP	-3.827875
RHOBTB1	0.961333333333333
SLC4A4	-1.51625
RPL38	-0.381
HTF9C	0.394
AP2A2	0.81675
ZBTB46	-1.252
MAP7D1	0.02125
AOX1	-2.2725
CYR61	-0.540083333333333
DTNA	0.866214285714286
JRKL	-1.0705
TMOD3	-0.54525
EEA1	-0.5212
ADCK5	0.77775
IL1R1	-0.864166666666667
KLK3	0.163714285714286
HRSP12	0.39325
KTN1	0.6875
LOH11CR2A	-0.6057
RELL2	-0.86425
MAB21L1	0.7875
C20orf59	-1.4615
PHKB	-0.43425
ADAM2	-2.01016666666667
TBC1D8B	1.14033333333333
FAM13A1	-0.691875
LAPTM4B	-1.226
LCN8	0.102
TMEM147	1.451
SYT4	-0.426833333333333
XPO7	-1.0335
C9orf62	0.934
GPR75	0.2835
TRIM5	-0.373125
APOC1	-2.2855
RNASE4	1.872
PARD6B	0.937875
ARID1A	1.30058333333333
TPD52L3	0.073
RRAGB	1.26733333333333
RCN2	-2.12516666666667
HIST2H2BE	1.7186875
STARD7	0.3675
SHMT2	-1.35825
KIAA1751	0.7705
MLYCD	0.3625
LOC162632	-0.5432
UQCRH	-1.33225
RP11-217H1.1	0.50375
SDHA	-0.971
NCLN	-0.83
ZNF17	1.43866666666667
RCBTB2	-2.62975
VEGFB	-0.4861
RP4-747L4.3	0.9305
COLQ	-0.033
MPN2	-0.835166666666667
DRG2	-0.651
KLRB1	4.3415
ALPK2	-4.0795
DNASE2B	2.66975
FLJ23834	1.84366666666667
AXUD1	0.3315
SAFB	-0.4996
NSUN4	-0.838
RFX2	0.715333333333333
MAPK8IP1	-0.563666666666667
FANCD2	-0.758285714285714
ANKZF1	-1.025
C19orf50	-1.064625
DUSP8	1.703875
SENP5	-0.174875
NFKBIL2	0.48075
LBR	-2.557375
IGFL1	0.0945
LZTS2	0.4655
IL2RG	-0.939375
CCDC51	0.5295
KLF3	0.289625
ANKRD37	-2.339
KCTD14	-1.97683333333333
FZR1	-0.131916666666667
SLC44A4	3.7662
ESPL1	-0.393875
GMPR2	-0.0617
TBC1D19	-1.12366666666667
ERGIC1	1.40977777777778
ERBB4	0.1049
TSPAN32	-0.29125
MAP4	0.201
GPHN	-1.34025
SLC6A2	-0.239875
HIVEP1	-1.564
DFFB	-0.3073
EIF4EBP2	0.448375
DMRT1	-0.097
HSPB6	0.076
IER2	-0.526833333333333
AIFM1	-0.0425
WWC2	-0.635916666666667
MRPL4	-1.12775
FLJ21062	1.39583333333333
EPB41L4A	0.882833333333333
SH2D6	0.25775
TAF4B	-0.3905
GAL3ST3	-0.6985
MALT1	-1.931
RTDR1	0.43975
ARVCF	-1.7345
MEX3B	-3.34566666666667
FBXO16	-2.82875
KIF7	-0.897
C1QC	3.668
ZNF783	-1.08033333333333
ZNF85	-0.38025
MMP13	-0.7235
KIAA0329	0.18625
RTP3	-0.2265
ZBED3	-1.343
CLGN	-0.83825
SLC25A37	-2.42808333333333
hCG_18290	-0.41575
OR5AS1	-0.057
SMARCC2	0.778583333333334
FAM109A	0.239
CCDC12	0.1385
USF2	0.576
DEPDC7	-3.3735
C20orf24	-0.4205
JMJD3	0.0585
DSP	-4.00135714285714
SLIC1	-0.195875
FAM20A	-0.083
IRF2BP2	1.415
ZNF230	1.174
MSN	-1.58507142857143
SLC9A5	-1.593
EPDR1	-3.2554
MUSK	0.401166666666667
ZNF434	1.0465
SMARCD1	-0.6275
ZFP106	-0.0585
ZNF347	0.9575
GTF2E1	0.24725
